"Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa"
pgc,1PGC,Nest,SNIa,DM,eDM,Vcmb,Vrc3,J2000,RA,De,Glon,Glat,SGL,SGB,Ty,Ag,SSubsamp
%7s,%7d,%6d,%29s,%5.2f,%4.2f,%5d,%5d,%16s,%10.6f,%10.6f,%8.4f,%8.4f,%8.4f,%8.4f,%4s,%5.3f,%10s
---,,,,mag,mag,km/s,km/s,"hms,dds",deg,deg,deg,deg,deg,deg,,mag,
"The Catalogue of Principal Galaxies (PGC) Number","PGC ID of dominant group member","Nest ID in 2MASS group catalog by Tully(2015)","Supernova identification","Distance modulus","Error in distance modulus","Velocity of supernova in CMB frame","Heliocentric velocity of supernova host from RC3","J2000 right ascension and declination of host","Right ascension (J2000) of SNII in degrees","Declination (J2000) of SNII in degrees","Galactic Longitude of host","Galactic Latitude of host","Supergalactic Longitude of host","Supergalactic Latitude of host","Type code given in RC3","Extinction at B band from RC3","Subsample in Stahl collection"
46330,46490,100342,sn1996x,32.13,0.21,2335,2035,J131805.1-265014,199.483000,-26.897600,310.2510,35.6557,143.7836,-2.0584,-4.3,0.297,A1
46574,46525,0,SN1997br,32.01,0.31,2093,2086,J132043.8-220304,200.176700,-22.036800,311.8446,40.3132,139.3741,-0.1006,6.7,0.488,standard
46640,0,0,sn1994t,35.77,0.17,10703,10363,J132130.5-020844,200.379000,-2.188700,318.0163,59.8426,120.3259,5.7860,-4.2,0.128,A1
46657,46819,100318,2001cj,35.13,0.16,7444,7247,J132145.5+311414,200.436900,31.246800,66.5764,82.2137,87.3711,13.6640,3,0.061,LOSS1
46769,47324,100697,2016eee,35.70,0.13,9330,9037,J132316.7+523913,200.780200,52.649500,111.9661,63.7915,65.3884,16.6829,0.4,0.047,Foundation
46779,46779,100907,sn1991u,35.38,0.21,9794,9483,J132322.5-260634,200.823800,-26.122600,311.8243,36.2102,143.4311,-0.7145,4.2,0.269,A1
46839,46839,109516,sn1992ag,34.99,0.25,7759,7554,J132410.5-235239,201.048400,-23.862500,312.4915,38.3860,141.3529,0.1203,5,0.422,A1
46872,46872,104604,sn2006cq,36.77,0.18,14711,14525,J132425.4+305734,201.145700,30.979400,62.8773,81.8394,87.7567,14.1769,0,0.065,A1
46959,46933,100574,SN2007cg,35.68,0.59,10250,9939,J132533.4-243908,201.389900,-24.652300,312.7240,37.5699,142.1865,0.1896,5,0.354,snapshot
47131,47462,100667,SN2020ees,35.18,0.29,7657,7309,J132716.8+320151,201.813300,32.033600,67.2621,80.7989,86.7717,14.9579,1.1,0.061,snapshot
47150,47150,100055,SN1997by,36.27,0.29,14003,13565,J132728.1-271929,201.864700,-27.322700,312.6917,34.8633,144.8641,-0.2057,-3.1,0.232,snapshot
47318,47346,100049,2008s1,35.18,0.17,7156,6577,J132913.6+111633,202.303400,11.272400,334.0084,71.8291,107.7306,11.1479,-1.9,0.146,LOSS1
47422,47373,102424,2006br,35.00,0.14,7651,7382,J133002.3+132458,202.507500,13.415800,338.1757,73.5868,105.6576,11.8501,3,0.106,CSP
47490,0,0,iPTF14bdn,33.96,0.24,4893,4671,J133044.8+324539,202.687000,32.761800,68.7988,79.7983,86.1441,15.7958,9.9,0.050,standard
47514,0,0,2007ca,33.93,0.15,4518,4221,J133104.0-150605,202.774200,-14.898200,316.9459,46.6893,133.4622,4.3043,4.9,0.288,CSP
47869,47612,100563,2016bln,35.03,0.14,7078,7022,J133455.9+134957,203.689500,13.854000,342.4536,73.2717,105.5248,13.1032,2.9,0.127,Foundation
47913,47907,108921,sn2000ca,34.96,0.15,7339,7208,J133523.0-340939,203.849100,-34.193700,313.2042,27.8329,151.8901,-0.7135,5,0.299,A1
48128,48189,100369,2004bk,34.74,0.17,7177,6925,J133729.4+040616,204.369700,4.103100,330.4601,64.4863,115.3318,11.3210,3.1,0.110,LOSS1
48334,48334,101312,sn1972e,27.56,1.91,711,408,J133956.0-313824,204.925100,-31.657100,314.8603,30.1060,149.8145,1.0065,8.9,0.241,A1
48425,48425,111837,SN2005dv,33.86,0.46,3190,3134,J134105.7+674020,205.268500,67.672300,115.8145,48.7642,49.6170,18.8739,-2,0.082,snapshot
48630,48659,100776,2010ao,34.94,0.21,7255,6961,J134340.2+035347,205.920800,3.900000,333.4309,63.6315,115.9510,12.7535,5,0.114,LOSS2
48721,48721,102199,SN2016ayf,35.74,0.24,10535,10433,J134500.5+611648,206.252200,61.280300,111.8325,54.6788,56.3441,19.7276,3.5,0.086,snapshot
48783,48783,101882,sn2006cs,35.02,0.18,7219,7118,J134535.0+353640,206.383200,35.604100,72.6017,75.6873,83.5929,19.2040,-2,0.051,A1
48909,49025,100011,SN2016adi,34.23,0.20,4734,4468,J134740.1-305622,206.929600,-30.932500,316.9097,30.4014,149.7122,2.7983,1.8,0.259,standard
49025,49025,100011,SN2013hn,34.20,0.56,4809,4515,J134905.3-301745,207.246500,-30.290700,317.4438,30.9463,149.2135,3.3081,-3,0.259,snapshot
49090,49025,100011,SN2005al,34.04,0.18,4824,3775,J135001.5-303442,207.501600,-30.580300,317.5851,30.6208,149.5494,3.3986,-3.2,0.241,A1
49153,0,0,sn1996c,35.68,0.18,8238,8460,J135048.8+491854,207.746200,49.343800,99.6190,65.0390,69.0750,20.8910,4.4,0.061,A1
49296,49415,100509,2017cfc,34.99,0.13,7480,7203,J135239.8-015952,208.162500,-2.002300,332.2086,57.3521,122.4016,13.2975,3,0.203,Foundation
49304,49304,101620,sn1993h,34.88,0.17,7426,7258,J135250.3-304236,208.199600,-30.746000,318.2208,30.3324,149.8869,3.9182,1.9,0.256,A1
49394,0,0,2017cfb,34.88,0.14,6823,6860,J135408.8+092446,208.536700,9.412700,345.7636,66.9140,111.1030,16.6541,7,0.143,Foundation
49713,49860,104631,SN2007cb,35.72,0.26,11068,11019,J135817.2-232218,209.571700,-23.372400,322.2279,36.9826,143.4303,7.6695,2.7,0.314,standard
49998,0,0,SN2019vu,35.55,0.25,9722,9619,J140221.3+592509,210.582900,59.420000,107.0696,55.4715,58.1368,22.0200,8.3,0.069,snapshot
50063,50063,101379,2011fe,29.05,1.05,366,237,J140312.6+542056,210.774200,54.273700,102.0373,59.7713,63.5815,22.6128,5.9,0.037,LOSS2
50323,50323,101135,"sn1999cp + sn2002cr",33.24,0.14,3100,2842,J140634.9-052711,211.661000,-5.440200,334.8675,52.6961,126.8745,15.5851,6,0.107,A1/A1
50478,50478,106836,SN2007cc,35.04,0.34,8994,8735,J140842.0-213550,212.174900,-21.597200,325.8425,37.8132,142.6402,10.5550,4.6,0.347,snapshot
50558,50558,100189,sn1997cn,34.21,0.16,5093,4855,J140957.3+173244,212.489700,17.527900,9.1416,69.5097,103.5213,22.1125,-4.9,0.116,A1
50662,50662,100730,2016aew,35.20,0.14,7840,7476,J141126.2+011711,212.860400,1.286000,342.8698,57.8162,120.5061,18.7281,-3.5,0.166,Foundation
50991,50991,103079,2017mf,35.28,0.13,7741,7684,J141631.8+393521,214.129200,39.586700,73.5403,68.3899,79.6305,25.5227,5,0.047,Foundation
51344,51344,112716,sn2007af,32.09,0.23,1886,1650,J142223.8-002315,215.566100,-0.357200,345.1142,54.8559,123.0419,20.8767,5.9,0.170,A1
51473,51391,100497,sn2002bz,36.02,0.19,11293,11131,J142440.5+263731,216.204800,26.624100,36.8922,69.2323,94.1395,26.7102,-5,0.082,A1
51549,51654,100878,sn2001ay,35.69,0.17,9261,9072,J142617.7+261446,216.602700,26.254000,35.9688,68.8249,94.5982,27.0384,4.2,0.082,A1
51614,0,0,2016axw,36.90,0.13,16438,16197,J142718.9-014043,216.828600,-1.678500,345.4703,53.0857,124.7571,21.6661,0.3,0.209,Foundation
51877,51706,107968,2016ccz,34.14,0.14,4620,4461,J143108.9+271413,217.788800,27.236100,38.9740,67.8623,93.5794,28.1964,2.8,0.066,Foundation
52091,52091,0,sn2003du,32.83,0.22,1976,1906,J143437.0+592018,218.654700,59.356200,101.1808,53.2140,57.4473,26.0779,8.1,0.044,A1
52251,52251,111722,2005bc,33.77,0.17,3897,3637,J143714.7+382715,219.312700,38.456400,66.7605,65.1706,80.7754,29.5774,3.1,0.045,LOSS1
52521,52521,108188,2009Y,33.10,0.18,3028,2788,J144223.9-171511,220.599400,-16.753200,337.3245,38.0986,141.7229,19.5637,1.2,0.440,CSP
52788,52638,100142,2016cpy,35.31,0.14,8973,8755,J144706.3+113537,221.777500,11.594900,8.8074,58.7345,111.8977,29.8315,-0.3,0.140,Foundation
52879,0,0,SN2019bdz,35.94,0.25,10607,10389,J144837.9+064853,222.153700,6.814400,2.1675,55.5649,117.3461,29.1307,4.1,0.147,snapshot
52882,52882,101986,SN2006cz,35.96,0.31,12750,12594,J144836.6-044410,222.152800,-4.741900,348.9973,47.3820,129.7862,25.7165,5.9,0.363,snapshot
53387,53455,100996,sn2007o,35.89,0.17,10457,10840,J145604.4+452419,224.069400,45.447100,77.6568,59.2503,72.2508,32.2372,4.9,0.100,A1
53552,53552,105065,sn2008af,35.76,0.18,10367,10020,J145927.6+163842,224.877200,16.631900,20.1134,58.6159,106.6490,33.6495,-4.8,0.145,A1
53707,0,0,2016ews,36.58,0.14,13838,13661,J150238.2+232101,225.652300,23.352600,33.0304,60.1760,98.6546,35.0588,8.9,0.192,Foundation
53750,53750,108843,2004bw,34.83,0.16,6595,6367,J150345.3-031809,225.944800,-3.304600,354.4778,45.9085,129.7310,29.7558,5.9,0.608,LOSS1
54097,54097,101918,2017erp,32.23,0.27,2045,1858,J150916.1-111918,227.311700,-11.334200,348.5268,39.0530,138.7895,27.9495,5,0.467,LOSS2
54215,54215,108064,1999dg,34.96,0.18,6895,6535,J151128.1+132901,227.868400,13.484900,17.3400,54.6068,111.0014,36.0242,-2,0.171,LOSS1
54242,54197,102826,2016ffh,34.63,0.12,5684,5455,J151148.4+461514,227.956200,46.250900,77.0120,56.4022,70.5486,34.7301,0,0.121,Foundation
54516,54526,100094,SN2007ba,35.77,0.32,11716,11300,J151641.8+072349,229.174200,7.396900,9.8912,50.3420,118.6951,36.0247,-0.1,0.160,standard
54817,54809,102898,sn2005cf,32.37,0.22,2112,1937,J152133.4-072652,230.388700,-7.447900,354.8142,39.8468,136.1554,32.3090,-1.9,0.418,A1
55330,0,0,SN2003K,34.50,0.35,6556,6543,J153200.8+681447,233.008000,68.243300,104.0202,42.5050,45.5123,28.5026,5.9,0.119,snapshot
56025,56025,102952,sn2002ck,35.53,0.17,9048,8924,J154700.4-005907,236.731900,-1.017400,6.5486,39.3037,131.8314,40.6732,2.3,0.425,A1
56286,0,0,sn2000cf,36.09,0.16,10933,10918,J155255.8+655608,238.145800,65.929500,99.8819,42.1668,46.3985,31.4829,4.2,0.145,A1
56437,56482,103159,sn2007ap,34.28,0.19,4854,4742,J155623.6+163124,239.147000,16.531200,28.8641,46.0404,108.9143,47.1803,-1.1,0.141,A1
56443,56443,106176,sn2006bt,35.77,0.15,9737,9618,J155633.7+200309,239.175900,20.039900,33.7015,47.2358,103.7223,47.4393,-0.2,0.218,A1
56812,56812,102346,sn1999cc,35.61,0.16,9437,9371,J160240.5+372134,240.726100,37.381100,59.6671,48.7455,78.2686,46.3125,5.1,0.099,A1
56826,0,0,"PSN J16025128+4713292",34.75,0.14,6095,6072,J160249.8+471332,240.712800,47.225000,74.4335,47.7589,65.4605,42.5707,4.9,0.073,Foundation
56894,56894,106140,2017po,35.62,0.13,9692,9529,J160352.2+395904,240.967300,39.984400,63.6265,48.4475,74.5908,45.6673,2.9,0.060,Foundation
57064,56962,100007,2000cp,35.75,0.18,10193,10261,J160527.2+174952,241.365100,17.830200,31.7200,44.5056,107.2100,49.4407,2.6,0.217,LOSS1
57205,57205,112528,sn1999ac,33.11,0.18,2935,2845,J160713.0+075844,241.857200,7.962800,19.8853,39.9539,122.1257,48.2968,5.8,0.201,A1
57341,57341,106409,2006cc,35.56,0.16,9893,9857,J160955.5+430745,242.485200,43.126400,68.1772,47.0978,69.8217,45.4894,3.8,0.064,LOSS1
57404,57404,102983,SN2008cl,36.89,0.32,19040,18988,J161104.0+522701,242.768100,52.452200,81.4131,45.3031,58.4928,41.1111,-3.1,0.089,snapshot
57502,57502,105973,sn2007ai,35.77,0.19,9587,9508,J161253.4-213724,243.182100,-21.642300,353.0419,21.0854,158.5588,35.4784,5.5,1.436,A1
57684,57728,100041,sn2002de,35.48,0.16,8418,8368,J161630.7+354229,244.146700,35.731100,57.3655,45.9139,79.2902,49.4717,3,0.084,A1
57687,0,0,ASASSN-13ch,34.48,0.30,5016,4936,J161633.8-003519,244.141900,-0.590900,12.2617,33.5022,135.3640,47.6269,10,0.525,standard
57937,57937,109094,2007bj,34.30,0.18,5096,5022,J162210.3-013053,245.544100,-1.514300,12.2671,31.8222,137.5110,48.5010,-4.2,0.511,LOSS1
58348,58265,100004,SN2009fv,35.50,0.29,9138,8795,J162944.9+404842,247.434200,40.811600,64.6802,43.5065,70.4587,49.8200,-4.8,0.027,snapshot
58525,0,0,sn2001az,36.16,0.17,12163,12202,J163428.9+760146,248.511100,76.059900,108.9527,34.2905,35.4151,26.9238,3.8,0.220,A1
58829,0,0,SN2010dt,36.71,0.33,15871,15856,J164313.3+324040,250.812800,32.674300,54.1397,40.0731,80.7881,55.7039,3,0.146,snapshot
58981,58981,107519,SN2007is,35.45,0.28,8898,8864,J164714.8+401442,251.810800,40.243600,64.0959,40.1622,68.5740,52.9813,2.3,0.088,snapshot
59076,0,0,sn1994q,35.52,0.19,8664,8832,J164951.2+402600,252.437700,40.445600,64.3858,39.6798,67.8624,53.2973,6,0.075,A1
59186,59186,102547,PS1-14xw,34.96,0.27,7369,7293,J165258.9+022403,253.240100,2.393500,20.7289,27.2911,137.2558,57.1385,0,0.330,standard
59286,59332,100025,SN2007hu,35.99,0.41,10298,10548,J165630.5+275839,254.124800,27.977900,49.0601,36.2811,87.2746,59.9990,0,0.198,snapshot
59458,84830,100054,SN2007ae,36.71,0.30,19262,19320,J170149.3+790216,255.466500,79.031800,111.4863,31.7060,32.1721,25.2768,3.8,0.195,snapshot
59717,59717,102549,ASASSN-15fa,35.46,0.13,8172,8198,J170944.1+625823,257.441800,62.974200,92.6860,35.4381,41.5404,39.2917,-4.3,0.119,Foundation
59769,59769,102872,2001cp,34.75,0.17,6595,6717,J171105.8+055108,257.760700,5.840800,26.4998,24.9516,134.7327,62.6813,4.1,0.686,LOSS1
59782,59782,112584,sn2002er,32.79,0.20,2545,2570,J171130.7+075940,257.913800,8.009000,28.6680,25.8255,130.3999,63.5561,1,0.695,A1
59808,0,0,sn2006mp,35.04,0.23,6859,8090,J171159.1+463325,258.055500,46.526900,72.4343,36.0424,55.8075,52.4440,,0.153,A1
59955,59877,103127,sn1990o,35.57,0.17,9168,9193,J171534.4+161930,258.877500,16.376700,37.6521,28.3663,111.5166,66.1110,3.4,0.411,A1
60010,60010,100409,2013bs,35.33,0.21,8241,8269,J171716.3+410310,259.341800,41.066700,65.8267,34.5786,61.4013,57.0059,-5,0.120,LOSS2
60077,0,0,2013dr,34.00,0.28,5004,5047,J171931.1+474209,259.876100,47.701300,73.9265,34.8275,52.9879,52.4361,4,0.107,LOSS2
60138,60138,102180,sn2003u,35.24,0.17,8358,8485,J172243.8+620958,260.595400,62.185800,91.4714,34.0617,40.4302,40.7641,5.8,0.129,A1
60296,0,0,ASASSN-15nr,34.88,0.16,7021,6936,J172641.5+135435,261.674300,13.909900,36.3453,24.9504,118.3526,68.5863,1.7,0.562,Foundation
60431,60431,100969,SN2019iml,36.53,0.35,14771,14824,J173117.8+362634,262.822400,36.450700,61.0000,31.0742,64.4064,62.1456,-5,0.150,snapshot
60459,60459,110193,2017drh,32.51,0.74,1628,1664,J173224.3+070337,263.108600,7.063200,30.2600,20.7709,137.2704,68.0073,3.6,0.534,LOSS2
60536,60536,109444,sn1999da,33.71,0.17,3744,3748,J173532.8+604848,263.947600,60.788600,89.7306,32.6289,39.4783,42.6779,-4.8,0.236,A1
60771,60771,105783,sn2003fa,36.12,0.16,11713,1800,J174408.6+405202,265.963700,40.861400,66.6193,29.5476,54.3415,60.5290,2.7,0.171,A1
60790,60790,105570,SN2005ao,36.02,0.45,11449,11514,J174448.9+615438,266.206800,61.907800,90.9931,31.4924,37.4907,42.1461,-5,0.223,standard
60884,60884,108836,SN2016gye,34.47,1.79,6278,6347,J174812.3+173731,267.051600,17.625400,42.2882,21.6624,107.2580,73.8900,0.3,0.340,snapshot
61091,61128,100744,sn1998bp,32.96,0.18,3055,3135,J175450.7+181936,268.677200,18.301000,43.6387,20.4802,103.9814,75.3847,-4.9,0.339,A1
61173,61173,101644,sn2000cn,34.93,0.17,6952,7043,J175741.0+275005,269.422100,27.787800,53.4477,23.3167,71.6352,72.0250,5.9,0.247,A1
61234,0,0,PS15ahs,35.22,0.13,7570,0,J175929.8+432331,269.874100,43.390000,70.1054,27.2953,46.7872,59.8947,4.2,0.156,Foundation
61289,61251,100627,sn2001bf,33.84,0.17,4584,4647,J180133.6+261511,270.369200,26.302800,52.1567,21.9651,74.0083,73.6858,-2,0.428,A1
61310,61251,100627,2005de,34.10,0.17,4497,4594,J180224.8+260229,270.597300,26.052100,52.0154,21.7116,74.1915,73.9666,6,0.440,LOSS1
61466,61466,110473,SN2017awk,34.56,0.28,5312,5366,J180920.5+181751,272.337000,18.299000,45.0448,17.3071,101.4830,78.7805,2,0.457,standard
61506,61506,106398,2002cu,34.82,0.17,6895,6883,J181057.4+310657,272.710000,31.109000,57.8380,21.6863,57.6645,71.6008,-4.8,0.272,LOSS1
61514,61513,100230,SN1998dx,36.78,0.34,16162,16255,J181109.9+495152,272.799500,49.861300,77.6761,26.6734,38.6999,54.7054,,0.175,standard
61722,61722,111406,2000dm,33.96,0.18,4497,4525,J181859.2+161458,274.745700,16.248200,44.0776,14.3696,111.6436,81.3244,2,0.802,LOSS1
61792,61792,108837,sn1998v,34.14,0.17,5153,5269,J182238.9+154152,275.682100,15.645700,43.9402,13.3395,115.4350,82.2104,3.1,0.853,A1
61808,61808,109327,sn2007co,35.20,0.16,7968,8083,J182304.1+295405,275.791900,29.905900,57.5874,18.8184,52.4052,74.0252,,0.488,A1
61883,61883,106215,SN2008bw,35.90,0.30,9821,9931,J182649.9+510821,276.710200,51.137900,79.6479,24.5132,33.9969,54.1214,3.1,0.173,snapshot
61928,61928,111947,SN2019bvt,34.20,0.30,4953,5065,J182848.0+502221,277.202100,50.373100,78.9126,24.0278,33.7301,54.9344,-4,0.250,snapshot
61966,61991,102671,2001br,34.85,0.17,5996,6184,J183025.4+340610,277.606400,34.103600,62.3220,18.8528,42.0875,70.7911,1.1,0.280,LOSS1
62220,62220,100578,sn2006bq,34.89,0.16,6440,6567,J183958.6+395854,280.003800,40.027000,68.8521,19.0916,33.4116,65.5069,-3,0.256,A1
62381,62381,210636,sn2001cn,33.91,0.20,4401,4490,J184618.3-654524,281.664100,-65.808200,329.6465,-24.0531,205.5461,8.5179,5.1,0.256,A1
62395,62395,108125,SN2002cs,33.95,0.26,4593,4725,J184657.6+454221,281.749800,45.705500,75.0282,19.7868,29.2604,59.9556,-4.9,0.463,snapshot
62860,62860,108512,2016bmc,35.33,0.21,8406,8353,J191037.5+373919,287.655400,37.654700,68.9651,12.6882,18.2581,67.7844,3.5,0.753,Foundation
62934,62951,200039,sn2001bt,33.81,0.20,4119,4457,J191348.6-591740,288.502000,-59.317300,337.3204,-25.8709,208.9307,14.8988,3.9,0.282,A1
63175,63175,209817,2000cu,34.49,0.18,5996,6093,J192420.0-255906,291.087300,-25.984500,12.5069,-18.3135,216.2607,47.7007,2.2,0.383,LOSS1
63229,63229,111430,2011df,33.98,0.24,4158,4362,J192735.8+542222,291.890200,54.386500,85.9940,16.8090,18.9442,50.8202,5.8,0.568,LOSS2
63413,63413,207104,2008fl,34.41,0.14,5822,5960,J193645.7-373316,294.186800,-36.448700,1.6956,-24.6171,216.6538,35.8392,-4.8,0.790,CSP
63575,63575,101036,SN2017glx,33.53,0.31,3223,3544,J194340.7+560634,295.917900,56.110100,88.6305,15.4486,16.2266,48.5452,2.3,0.539,snapshot
63667,63667,102173,SN2012V,34.03,0.27,3133,3289,J194707.6+595426,296.793000,59.916600,92.3964,16.6879,17.2866,44.7900,3,0.318,snapshot
63832,63832,100734,2002do,34.17,0.20,4497,4761,J195612.9+402602,299.053700,40.436300,75.6113,6.1314,1.1857,61.9280,-5,1.360,LOSS1
63912,0,0,SN2011dn,34.98,0.35,7330,7575,J195837.0+023609,299.648000,2.603100,43.1290,-13.6613,258.1143,69.5799,4.2,0.763,snapshot
63925,0,0,sn1990t,36.30,0.21,12004,12137,J195859.3-561528,299.713200,-56.259600,341.5031,-31.5186,215.6486,16.7905,-2,0.236,A1
63956,64041,200022,sn1991ag,33.79,0.21,4629,4265,J200009.3-552222,299.964100,-55.413400,342.5500,-31.6403,216.0729,17.5942,8,0.272,A1
64319,64317,200157,2008ff,34.57,0.14,5597,5748,J201356.3-442104,303.499800,-43.647800,355.7691,-32.8832,222.2137,27.3020,0.2,0.219,CSP
64600,64600,110895,SN2002cd,33.70,0.35,2920,3099,J202333.1+582039,305.893400,58.346500,93.3596,11.8544,10.4111,44.3029,4,1.753,standard
64605,64605,211952,2012dn,32.54,0.30,2836,3053,J202339.0-281640,305.901100,-28.278700,14.8621,-31.5292,232.5880,41.0630,5.9,0.263,LOSS2
64650,64650,202553,SN2004bv,32.77,0.26,2905,3178,J202506.6-244834,306.276400,-24.814900,18.8500,-30.8239,235.3091,43.9115,4,0.274,standard
64685,64696,201042,SN2009jr,34.65,0.42,4866,4958,J202625.7+025435,306.608500,2.908900,46.9700,-19.5601,269.1366,64.1169,2.9,0.583,standard
64932,64932,201267,SN2004eo,33.95,0.18,4368,4712,J203250.2+095535,308.223400,9.932500,54.1567,-17.2613,285.7809,65.4836,2,0.467,A1
64935,64932,201267,2003gt,33.85,0.17,4497,4580,J203258.7+095228,308.246300,9.872000,54.1307,-17.3189,285.6845,65.4354,2.1,0.474,LOSS1
65010,65010,111274,sn2004fu,32.92,0.26,2605,2763,J203506.9+644810,308.832000,64.838200,99.6564,14.2988,13.2303,38.0500,5,1.681,A1
65086,65086,110531,sn2000e,31.58,0.31,1259,1425,J203714.1+660620,309.422100,66.079100,100.8958,14.8531,13.8430,36.8215,3.9,1.613,A1
65269,65269,201210,"2013fa + PSNJ20435314+1230304",34.25,0.15,4290,4650,J204353.7+123043,310.971400,12.508400,57.9899,-18.0981,293.0544,63.4277,3,0.432,LSS2/Found
65335,65340,202129,sn1992al,33.75,0.17,4224,4378,J204554.6-512328,311.504400,-51.422600,347.3415,-38.4851,224.2937,18.6730,5.1,0.148,A1
65375,65375,200193,sn2002ha,33.80,0.18,3669,4202,J204719.1+001915,311.850000,0.302100,47.4062,-25.3728,270.0623,58.3072,1.7,0.442,A1
65750,65799,200363,2002el,35.12,0.16,8187,8540,J205630.7-183400,314.125400,-18.559500,28.7658,-35.6681,248.6865,44.5144,-2.8,0.375,LOSS1
66000,66000,210111,2008cc,32.85,0.18,3034,3139,J210329.6-671053,315.873400,-66.816400,327.1205,-37.4702,218.3766,3.8204,-4,0.180,CSP
66228,66227,200648,SN2016cyt,35.45,0.25,8787,9106,J210936.2+150730,317.399300,15.125500,64.1440,-21.6026,300.0444,57.5928,-1.3,0.361,snapshot
66378,66378,201243,2013fw,34.13,0.24,4710,5083,J211345.9+133429,318.436600,13.575900,63.4922,-23.3508,297.4379,56.4078,3,0.336,LOSS2
66592,0,0,SN2001fh,33.76,0.32,3630,3995,J212042.5+442359,320.177100,44.398100,88.2184,-3.8103,347.1278,47.9764,9,3.228,snapshot
66604,66604,211153,2001dl,34.93,0.16,5996,6253,J212101.8+091039,320.257200,9.180700,60.8374,-27.4444,290.4900,53.8112,8.1,0.235,LOSS1
66880,66880,206432,2006ev,35.47,0.13,8274,8614,J213057.6+135910,322.746900,13.989200,66.7487,-26.3292,299.1181,52.3280,4.2,0.391,CSP
67235,67235,201064,2015N,33.70,0.28,5294,4176,J214320.2+433435,325.820400,43.579900,90.6384,-7.1921,343.3044,44.7689,4.9,2.314,LOSS2
67359,67359,209567,sn1998co,34.26,0.19,5093,5418,J214736.1-131058,326.856800,-13.176100,41.5171,-44.9412,264.7102,38.4699,-2,0.185,A1
67410,0,0,SN2004ey,34.09,0.18,4386,4747,J214907.3+002650,327.280400,0.444600,57.4727,-38.2683,281.1201,44.4327,4.3,0.596,A1
67803,0,0,SN2016ekg,34.14,0.26,4848,5133,J220002.4-301102,330.015000,-30.185300,17.8437,-52.4930,250.4880,26.0555,4.4,0.097,standard
67855,67855,211086,2007fs,34.32,0.24,4845,5189,J220138.0-213040,330.418500,-21.508200,31.7157,-51.0906,258.5930,31.0281,3.4,0.146,LOSS2
67892,67892,209843,2013gh,32.97,0.29,2317,2642,J220221.6-185459,330.591000,-18.916800,35.6919,-50.4293,261.2198,32.3573,-0.8,0.124,LOSS2
68224,68224,204441,2008dr,36.19,0.15,11992,12338,J221051.7+020621,332.715300,2.108200,63.5326,-41.5380,285.7614,39.9087,2.3,0.186,LOSS1
68419,68355,207586,SN2013fj,35.36,0.34,9707,10119,J221528.7+153408,333.868800,15.567800,76.6854,-32.9552,303.4783,41.8599,,0.239,snapshot
68455,68455,209015,sn1999ee,33.27,0.20,3160,3413,J221609.1-365037,334.004200,-36.847500,6.5024,-55.9273,247.1502,19.2634,4,0.087,A1
68459,68434,220008,ASASSN-15kx,34.61,0.18,5543,5402,J221611.9+372828,334.049200,37.473900,91.7988,-15.8403,332.7447,40.7516,2,0.710,Foundation
68500,68668,200008,2011fs,34.44,0.23,5954,6319,J221719.7+353416,334.331300,35.580600,90.8383,-17.5219,330.2189,40.8994,-0.1,0.508,LOSS2
68507,0,0,2008ei,35.89,0.17,11092,11287,J221733.4+331521,334.388500,33.255900,89.4525,-19.4286,327.1783,41.2273,8,0.362,LOSS1
68535,68535,212316,2013dy,31.59,0.44,863,1167,J221817.8+403345,334.573300,40.569300,93.9747,-13.5442,336.5589,39.6489,7.2,0.665,LOSS2
68560,68560,209221,2002eb,35.17,0.15,7795,8250,J221906.3+243554,334.771800,24.594400,84.1026,-26.5607,315.6291,41.5500,2,0.262,LOSS1
68617,68617,202796,2002dl,34.27,0.18,4497,4879,J222053.1+331743,335.224800,33.292700,90.0771,-19.8016,327.1014,40.5331,4.1,0.336,LOSS1
69028,69055,200249,ASASSN-15oh,34.36,0.19,4872,5047,J223041.1+391731,337.674900,39.293100,95.3021,-15.9119,334.3104,37.6071,-5,0.640,Foundation
69095,0,0,sn2006gr,35.98,0.15,10037,10397,J223224.5+305008,338.051500,30.819000,90.7490,-23.2100,323.6085,38.3569,3.1,0.369,A1
69160,0,0,2003gn,36.02,0.16,9893,10313,J223350.5+204819,338.465300,20.802400,84.5949,-31.6347,310.8359,38.0313,4,0.214,LOSS1
69172,69172,207851,SN2005kc,33.97,0.18,4164,4520,J223406.8+053413,338.529700,5.571500,72.3373,-43.4098,292.0901,35.3745,2,0.573,A1
69323,69398,0,2016fff,33.62,0.18,3367,3433,J223702.9-251412,339.246400,-25.232100,28.8300,-59.8791,260.0769,22.1897,7.8,0.101,Foundation
69374,69385,200044,SN2010ii,35.34,0.26,7753,8075,J223813.2+352956,339.554900,35.491700,94.5406,-19.9243,329.3198,36.7074,1,0.376,standard
69428,69449,200808,sn1998eg,35.11,0.17,7039,7422,J223932.1+083646,339.923200,8.593400,76.4772,-42.0599,296.0992,34.8197,5.8,0.521,A1
