# SGA_ID DESI_NAME RA Dec z_desi BA G_R G_R_err V_0p4R26  V_0p4R26_err R_MAG_SB26_CORR R_MAG_SB26_ERR_CORR LOGDIST_AVG LOGDIST_AVG_ERR MAIN 
160227 DESIXJ04363918-0217088 69.163267 -2.285789 0.0324 0.5494 0.5757 0.0632 97 6 15.1075 0.1107 0.1307 0.0536 1
160306 DESIXJ08110988+4539486 122.791161 45.663505 0.0229 0.9814 0.4894 0.0071 236 59 15.3342 0.0212 -0.5896 0.1079 0
165198 DESIXJ11373922-0048542 174.413426 -0.815045 0.0443 0.8488 0.2547 0.0267 139 18 15.7423 0.0440 -0.0614 0.0661 1
165975 DESIXJ03400589-1642157 55.024527 -16.704350 0.0582 0.3595 0.8148 0.0265 243 11 15.1828 0.1459 -0.1838 0.0526 0
166352 DESIXJ11531465-0323486 178.311025 -3.396844 0.0125 0.1813 0.3876 0.0295 57 11 15.2477 0.1831 0.0339 0.0911 1
166422 DESIXJ10351869-0756149 158.827877 -7.937477 0.0533 0.4406 0.5736 0.0181 190 11 15.1335 0.1265 -0.0407 0.0531 1
167435 DESIXJ04185809-1515285 64.742036 -15.257907 0.0318 0.3011 0.5928 0.0337 44 8 15.8094 0.1570 0.4207 0.0883 0
171149 DESIXJ08355065+7411434 128.961028 74.195396 0.2110 0.4985 1.1952 0.0251 444 25 16.5146 0.1151 -0.2294 0.0527 0
171167 DESIXJ14272713+1250280 216.863035 12.841106 0.0253 0.7160 0.4431 0.0110 82 8 15.4560 0.0664 0.0739 0.0594 0
172975 DESIXJ16110602+4346347 242.775094 43.776303 0.1091 0.5231 0.9960 0.0451 202 9 15.8627 0.1109 0.0572 0.0511 0
173275 DESIXJ08512878+6835371 132.869926 68.593650 0.0366 0.6011 0.6466 0.0425 179 6 14.3065 0.0966 -0.0117 0.0498 0
175003 DESIXJ04351098-0825149 68.795740 -8.420796 0.1080 0.3620 0.8430 0.0318 359 23 15.9175 0.1454 -0.2583 0.0546 0
175987 DESIXJ14414632-0629158 220.442985 -6.487715 0.0424 0.4398 0.5942 0.0337 80 10 16.0356 0.1290 0.1778 0.0681 0
176497 DESIXJ11242213-0648526 171.092188 -6.814608 0.0550 0.5681 0.9213 0.0165 165 13 15.8019 0.0997 -0.0880 0.0556 0
177137 DESIXJ09202166-0600369 140.090251 -6.010258 0.0675 0.5554 0.5299 0.0295 120 11 15.6256 0.1017 0.2192 0.0590 0
178264 DESIXJ03464755-1750591 56.698139 -17.849746 0.0646 0.5018 0.7448 0.0397 154 11 15.4456 0.1204 0.0830 0.0552 1
179552 DESIXJ13260543-0115132 201.522613 -1.253658 0.0546 0.8846 0.4151 0.0140 106 21 16.4279 0.0313 0.0421 0.0867 1
179867 DESIXJ17133567+4228316 258.398621 42.475449 0.0270 0.4992 0.5703 0.0322 93 12 16.1286 0.1192 -0.1418 0.0678 0
180288 DESIXJ00180039-0118591 4.501638 -1.316418 0.0679 0.5878 0.6345 0.0193 44 12 15.9063 0.0948 0.7364 0.1176 0
181289 DESIXJ11484126+5903144 177.171928 59.054003 0.0456 0.6482 0.5674 0.0151 256 13 14.2336 0.0909 -0.1251 0.0510 0
182492 DESIXJ08452911+0402129 131.371288 4.036919 0.0961 0.8862 0.4132 0.0123 108 11 16.9530 0.0384 0.1944 0.0593 1
182885 DESIXJ13211715+1458068 200.321478 14.968551 0.0288 0.7506 0.6967 0.0061 212 35 15.5877 0.0554 -0.4541 0.0747 0
183116 DESIXJ15491438+0852181 237.309920 8.871687 0.0414 0.8030 0.3950 0.0078 89 16 15.2904 0.0440 0.2533 0.0813 0
184507 DESIXJ14013287+3052424 210.386940 30.878449 0.0717 0.6501 0.7725 0.0201 153 17 15.8007 0.0858 0.0655 0.0621 0
186722 DESIXJ16291614+4015364 247.317269 40.260103 0.0282 0.3868 0.3497 0.0095 86 14 15.3730 0.1391 0.0879 0.0763 0
186914 DESIXJ15074783+0117315 226.949287 1.292076 0.0069 0.9350 0.6786 0.0042 36 53 14.3343 0.0250 0.2367 0.3437 0
187133 DESIXJ15413788+4702518 235.407826 47.047722 0.0947 0.3354 0.5230 0.0544 101 16 16.5441 0.1545 0.2926 0.0770 1
187771 DESIXJ17182629+5525448 259.609524 55.429120 0.0288 0.3571 0.5492 0.0250 69 10 14.9180 0.1455 0.3024 0.0747 0
188529 DESIXJ12021604+5555473 180.566823 55.929806 0.0268 0.4428 0.2759 0.0116 47 5 16.8648 0.1266 0.1221 0.0647 0
189877 DESIXJ16434378+3301165 250.932418 33.021248 0.0307 0.4325 0.2710 0.0145 72 10 16.1121 0.1283 0.0802 0.0725 0
191659 DESIXJ13355341+3338049 203.972548 33.634699 0.0248 0.8529 0.6658 0.0031 118 19 16.0875 0.0451 -0.2831 0.0747 0
191764 DESIXJ12193987+0843437 184.916120 8.728804 0.0490 0.3132 0.9503 0.0458 152 14 15.3831 0.1565 0.0019 0.0608 0
192087 DESIXJ03581933-0443486 59.580535 -4.730166 0.0177 0.9382 0.5628 0.0070 33 24 15.5929 0.0226 0.3984 0.2881 0
192773 DESIXJ23180716+0059337 349.529842 0.992696 0.0609 0.6516 0.4524 0.0242 67 19 15.6716 0.0841 0.4883 0.1265 0
193587 DESIXJ15092408-0139537 227.350330 -1.664923 0.0212 0.8108 0.5756 0.0156 105 16 14.8240 0.0460 -0.0244 0.0740 0
193743 DESIXJ10285053+0826184 157.210537 8.438431 0.0464 0.3311 0.5949 0.0325 80 10 16.7690 0.1508 0.0729 0.0688 0
194465 DESIXJ13355989+0338197 203.999562 3.638815 0.0228 0.7347 0.3167 0.0083 36 14 16.3744 0.0673 0.3357 0.1757 1
195094 DESIXJ15444215+1121598 236.175640 11.366617 0.0474 0.7504 0.5393 0.0143 201 15 16.2908 0.0585 -0.3757 0.0542 0
195392 DESIXJ12504595-0326239 192.691445 -3.439963 0.1192 0.4065 0.2456 0.0739 80 10 16.9289 0.1400 0.4770 0.0677 0
195428 DESIXJ08124504+1906352 123.187676 19.109778 0.0285 0.7210 0.4557 0.0143 52 15 16.0217 0.0653 0.2706 0.1322 0
195743 DESIXJ14055878+1710157 211.494918 17.171021 0.0208 0.8063 0.5665 0.0313 46 20 15.2610 0.0490 0.3635 0.1999 0
195984 DESIXJ10270157+1037475 156.756559 10.629873 0.0628 0.6255 0.6559 0.0105 157 13 15.3247 0.0895 0.0910 0.0562 1
196881 DESIXJ11241296+1639257 171.053994 16.657136 0.0305 0.5360 0.7838 0.0142 201 5 15.2812 0.1078 -0.3279 0.0493 0
197368 DESIXJ15131655+3408504 228.318945 34.147341 0.0077 0.6378 0.4210 0.0102 63 12 14.8304 0.0855 -0.1971 0.0879 0
197539 DESIXJ01004660+1448003 15.194183 14.800073 0.0551 0.4132 0.6505 0.0391 166 4 15.2894 0.1327 -0.0088 0.0503 0
197981 DESIXJ07351930+4205367 113.830437 42.093530 0.0104 0.6329 0.2515 0.0092 35 13 16.7583 0.0872 -0.1121 0.1704 0
198007 DESIXJ23155923+0637452 348.996801 6.629223 0.0115 0.9153 0.8411 0.0044 90 33 14.7247 0.0345 -0.2407 0.1678 0
198258 DESIXJ16273899+0848252 246.912478 8.807004 0.0507 0.8260 0.4782 0.0124 76 11 15.7244 0.0409 0.3428 0.0711 0
200525 DESIXJ10050468+0517333 151.269518 5.292572 0.0443 0.3770 0.5054 0.0243 48 10 15.8870 0.1393 0.5298 0.0956 0
201293 DESIXJ08182402+2557000 124.600104 25.949990 0.0763 0.7801 0.5430 0.0234 72 16 15.9783 0.0548 0.4927 0.0972 0
201535 DESIXJ14421952+3706460 220.581325 37.112776 0.0332 0.6772 0.3470 0.0172 62 17 16.7217 0.0770 0.0791 0.1161 1
201663 DESIXJ16192140+3708021 244.839179 37.133925 0.0285 0.9803 0.4630 0.0075 126 68 16.7550 0.0298 -0.4315 0.2414 0
202961 DESIXJ14170308+3629240 214.262829 36.489997 0.0112 0.8034 0.7298 0.0038 58 23 14.4250 0.0508 0.1156 0.1833 1
203164 DESIXJ08365425+2356466 129.226023 23.946277 0.0121 0.4709 0.4432 0.0311 179 28 15.8407 0.1218 -0.7739 0.0754 0
203307 DESIXJ09550901+1331592 148.787547 13.533109 0.0251 0.2128 0.4966 0.0266 86 10 15.5461 0.1751 0.0366 0.0655 0
204805 DESIXJ12425779+1217131 190.740795 12.286962 0.0056 0.5992 0.7136 0.0016 71 20 12.6292 0.0886 0.1357 0.1215 0
204844 DESIXJ07515031+2456555 117.959616 24.948746 0.0213 0.5837 0.5403 0.0241 94 11 15.1108 0.0941 -0.0227 0.0652 0
205885 DESIXJ11074860+0055272 166.952516 0.924226 0.0613 0.5570 0.4165 0.0468 105 12 16.2935 0.1057 0.1253 0.0634 1
207461 DESIXJ15570869+3323466 239.286223 33.396281 0.1049 0.5668 0.4269 0.0367 126 15 16.3744 0.1035 0.2518 0.0641 1
207989 DESIXJ13592678+5958189 209.861595 59.971911 0.0678 0.7214 0.4041 0.0230 115 19 16.6835 0.0670 0.0108 0.0763 0
209700 DESIXJ11485868+1148247 177.244493 11.806868 0.0691 0.4880 0.9345 0.0197 283 14 14.6176 0.1155 -0.0713 0.0518 0
210027 DESIXJ22580448-0027440 344.518683 -0.462227 0.0162 0.8055 0.4097 0.0073 37 6 15.9187 0.0547 0.2048 0.0794 1
211078 DESIXJ14310320+3531119 217.763341 35.519969 0.0136 0.4148 0.4349 0.0073 30 10 14.9428 0.1322 0.4555 0.1590 0
211519 DESIXJ11352973+0912367 173.873880 9.210205 0.0763 0.9146 0.5030 0.0108 52 10 16.4925 0.0276 0.5992 0.0867 0
212110 DESIXJ14511440+3532316 222.809986 35.542117 0.0043 0.8240 0.4515 0.0040 88 10 13.5534 0.0489 -0.3675 0.0634 0
212750 DESIXJ13384195+5033478 204.674796 50.563279 0.0143 0.6777 0.2198 0.0236 28 17 16.4831 0.0830 0.2580 0.2676 0
213058 DESIXJ08254926+0825542 126.455250 8.431722 0.0826 0.6590 0.6795 0.0332 253 13 16.3483 0.0845 -0.2731 0.0511 0
213993 DESIXJ15091497+0155172 227.312366 1.921434 0.0058 0.6234 0.7478 0.0105 42 34 14.9200 0.0846 -0.0505 0.2998 0
216273 DESIXJ07581246+3523203 119.551918 35.388967 0.0768 0.6306 0.7618 0.0273 204 23 15.2522 0.0910 0.0351 0.0621 0
216752 DESIXJ08341102+5711031 128.545935 57.184196 0.0420 0.8186 0.5187 0.0076 150 17 14.9801 0.0452 -0.0015 0.0613 0
217390 DESIXJ11510365+0741370 177.765222 7.693603 0.0091 0.5785 0.2771 0.0268 17 11 16.4938 0.0960 0.3769 0.2792 0
218203 DESIXJ01211306+0011126 20.304436 0.186837 0.0128 0.4211 0.3514 0.0186 38 14 17.0068 0.1313 -0.1432 0.1807 0
222663 DESIXJ02202854-0537050 35.118900 -5.618069 0.0455 0.3015 0.5556 0.0197 131 4 15.4109 0.1580 0.0265 0.0519 1
222667 DESIXJ10545071-0058355 163.711311 -0.976520 0.0751 0.3148 0.6975 0.0521 130 11 15.6993 0.1573 0.2125 0.0588 1
223258 DESIXJ04055454-0847468 61.477238 -8.796347 0.0766 0.6740 0.6102 0.0296 186 14 16.2064 0.0819 -0.1099 0.0553 1
223860 DESIXJ21133265-0122480 318.386042 -1.380009 0.0457 0.7960 0.8057 0.0111 79 27 13.6771 0.0530 0.6753 0.1509 0
224412 DESIXJ10481392+1838008 162.057994 18.633556 0.0205 0.8686 0.4308 0.0227 60 8 15.3140 0.0332 0.2002 0.0686 0
224940 DESIXJ10250661+1709410 156.277545 17.161390 0.0025 0.6131 0.3713 0.0021 34 10 11.1628 0.0855 0.5812 0.1259 0
225034 DESIXJ12372696+5411043 189.362327 54.184522 0.1099 0.4971 0.8921 0.0195 256 17 15.6879 0.1164 -0.0124 0.0540 0
227233 DESIXJ01311881+0747154 22.828382 7.787621 0.0022 0.6544 0.4008 0.0029 28 25 14.7920 0.0764 -0.5138 0.3165 0
227348 DESIXJ10101763-0041430 152.573452 -0.695269 0.0661 0.3789 1.1547 0.0456 175 11 15.6882 0.1415 -0.0380 0.0548 0
229588 DESIXJ07592433+2358495 119.851376 23.980414 0.0926 0.2337 0.0557 0.0900 25 9 18.4311 0.1823 0.7261 0.1796 0
229748 DESIXJ15182110+1258145 229.587914 12.970705 0.0279 0.6955 0.4705 0.0175 104 6 14.3060 0.0696 0.1988 0.0516 0
229976 DESIXJ13593336+1555144 209.889020 15.920659 0.0901 0.3802 0.7445 0.0959 241 4 15.4969 0.1619 -0.0258 0.0507 0
230121 DESIXJ02360837-1412590 39.034888 -14.216395 0.0149 0.7155 0.5486 0.0172 34 14 13.4316 0.1098 0.7160 0.1941 0
230544 DESIXJ11234598-0442238 170.941576 -4.706612 0.0092 0.8463 0.4611 0.0238 44 20 13.6934 0.0389 0.3845 0.2143 0
231696 DESIXJ10424287+3427030 160.678625 34.450837 0.0020 0.5777 0.3421 0.0012 64 27 12.4431 0.0955 0.7763 0.2113 0
232285 DESIXJ00380295+0257557 9.512284 2.965484 0.0168 0.6060 0.6635 0.0100 73 20 15.0238 0.0892 0.0006 0.1187 0
233389 DESIXJ17330240+6816483 263.260015 68.280088 0.0278 0.6372 0.5201 0.0161 74 14 14.7217 0.0840 0.2634 0.0861 0
234197 DESIXJ22134558+2029045 333.439916 20.484577 0.0563 0.6326 0.6034 0.0213 141 14 15.3938 0.0853 0.0656 0.0597 0
234662 DESIXJ20470331+0026124 311.763774 0.436774 0.0126 0.6398 0.7219 0.0093 23 22 14.0743 0.0817 0.7352 0.3172 0
235486 DESIXJ21494869-0653450 327.452889 -6.895843 0.1362 0.6967 0.7393 0.0236 291 17 15.9661 0.0751 -0.0419 0.0517 0
235850 DESIXJ16565605+2926446 254.233546 29.445733 0.0385 0.5696 0.4850 0.0314 104 10 14.9027 0.0984 0.2048 0.0595 1
238713 DESIXJ07165923+4356094 109.246780 43.935953 0.0646 0.8448 0.7156 0.0082 134 15 15.4579 0.0438 0.1674 0.0623 1
240085 DESIXJ07182618+4336098 109.609102 43.602730 0.1063 0.6252 0.7734 0.0101 257 14 15.5364 0.0874 0.0033 0.0517 0
241749 DESIXJ10211829-0033531 155.326192 -0.564750 0.0532 0.7082 0.5149 0.0147 177 7 14.3523 0.0684 0.1450 0.0495 1
242229 DESIXJ03102124-1119184 47.588511 -11.321777 0.0840 0.3242 0.8427 0.0356 175 10 16.3511 0.1539 -0.0544 0.0546 0
242463 DESIXJ23340661-0241066 353.527527 -2.685157 0.1138 0.6550 0.9456 0.0405 127 25 16.4860 0.0848 0.2495 0.0865 0
243102 DESIXJ14300082-0149071 217.503420 -1.818649 0.0531 0.4845 0.8132 0.2551 129 5 16.3042 0.2249 -0.0550 0.0546 0
243137 DESIXJ08344636+7009455 128.693171 70.162649 0.0109 0.5632 0.4770 0.0051 45 6 14.3107 0.1003 0.2388 0.0690 0
243631 DESIXJ01573406-0726133 29.391932 -7.437017 0.0551 0.5410 0.8004 0.0461 141 29 16.1260 0.1080 -0.0741 0.0895 0
243735 DESIXJ20554362+0548145 313.931750 5.804016 0.0477 0.7488 0.7563 0.0122 214 6 14.5381 0.0579 -0.0659 0.0484 0
243826 DESIXJ16034622+5914216 240.942592 59.239336 0.0751 0.4409 0.5580 0.0534 171 11 16.1478 0.1305 -0.0604 0.0541 1
245158 DESIXJ16181103+5644082 244.545947 56.735604 0.0656 0.3562 0.8614 0.0329 157 10 15.9390 0.1454 -0.0244 0.0548 0
248253 DESIXJ10485689+1211421 162.237035 12.195034 0.0045 0.5171 0.3253 0.0244 63 13 14.9157 0.1081 -0.3382 0.0947 0
249545 DESIXJ13190263+3253484 199.760964 32.896788 0.0265 0.5822 0.3501 0.0091 54 12 15.7968 0.0967 0.2344 0.0947 1
250847 DESIXJ07503502+6207213 117.645909 62.122591 0.0191 0.4364 0.6822 0.0342 123 11 15.0699 0.1303 -0.2312 0.0587 0
256406 DESIXJ15160411+1951342 229.017135 19.859510 0.0492 0.6435 0.7709 0.0185 310 13 14.8992 0.0826 -0.3283 0.0502 0
259127 DESIXJ02363826+0838335 39.159396 8.642653 0.0408 0.6563 0.6029 0.0272 71 12 15.9054 0.0813 0.2495 0.0802 0
259211 DESIXJ21051997-1028223 316.333212 -10.472871 0.0283 0.7628 0.6050 0.0130 46 15 15.6539 0.0533 0.3853 0.1460 0
260908 DESIXJ04220208-1322555 65.508664 -13.382090 0.0209 0.6665 0.5080 0.0191 36 34 15.0121 0.0770 0.5408 0.3176 0
260992 DESIXJ16014954+1843174 240.456436 18.721498 0.0088 0.6284 0.4668 0.0065 30 5 15.6760 0.0841 0.1568 0.0851 0
261824 DESIXJ09504177+7747549 147.674048 77.798580 0.0379 0.7565 0.4207 0.0081 83 19 16.0656 0.0617 0.0786 0.0988 1
262345 DESIXJ00184090-0320587 4.670415 -3.349637 0.0210 0.9089 0.5896 0.0223 124 9 14.6931 0.0319 -0.1373 0.0533 1
262943 DESIXJ15395849+1826327 234.993717 18.442427 0.1656 0.6060 1.0872 0.0247 271 25 15.9112 0.0917 0.0847 0.0579 0
264566 DESIXJ02535834-0948480 43.493092 -9.813324 0.0345 0.7975 0.3650 0.0143 43 16 16.9189 0.0458 0.2671 0.1659 0
266098 DESIXJ00421204+0705493 10.550181 7.097017 0.0411 0.7152 0.7733 0.0148 99 21 15.4218 0.0704 0.1520 0.0921 1
267919 DESIXJ22290512+0207063 337.271334 2.118429 0.0742 0.4748 0.6968 0.0553 81 11 15.9832 0.1253 0.4029 0.0685 0
268550 DESIXJ18421668+6448359 280.569493 64.809969 0.0394 0.6286 1.5700 0.1101 131 21 12.3281 0.1005 0.2902 0.0746 0
270196 DESIXJ08123764+4212496 123.156821 42.213786 0.0633 0.3220 0.9550 0.0622 141 11 15.3930 0.1598 0.1479 0.0572 0
271351 DESIXJ15482994+3149385 237.124770 31.827362 0.0969 0.5021 0.7388 0.0304 145 18 15.8667 0.1140 0.2373 0.0665 1
271934 DESIXJ13102631+5449527 197.609627 54.831316 0.0820 0.7577 0.6282 0.0245 139 15 16.3630 0.0684 0.0635 0.0610 1
272387 DESIXJ15190840+0502234 229.785004 5.039821 0.0396 0.7060 0.4615 0.0153 82 14 15.8475 0.0669 0.1689 0.0766 1
272621 DESIXJ12201218+0637235 185.050759 6.623183 0.0082 0.6775 0.6822 0.0020 35 18 13.8680 0.0771 0.4333 0.2430 0
273262 DESIXJ16272893+3857232 246.870560 38.956432 0.0277 0.8138 0.3102 0.0138 82 17 17.2150 0.0483 -0.2726 0.0885 0
273960 DESIXJ17032826+6106321 255.867748 61.108919 0.0110 0.6904 0.4229 0.0079 112 14 15.4934 0.0736 -0.5274 0.0663 0
274026 DESIXJ08520621+5623525 133.025884 56.397930 0.0450 0.3698 0.4865 0.0212 83 5 15.8789 0.1464 0.1969 0.0554 0
274173 DESIXJ11440256+1716481 176.010675 17.280014 0.1018 0.5984 0.8104 0.0186 243 26 16.6363 0.0918 -0.1947 0.0614 0
274312 DESIXJ07392658+4152541 114.860743 41.881691 0.0860 0.4286 0.8266 0.0572 215 10 16.5494 0.1353 -0.2039 0.0522 0
274681 DESIXJ11512286+6034347 177.845260 60.576293 0.0659 0.7473 0.7232 0.0210 61 31 15.9424 0.0624 0.5280 0.2322 0
276206 DESIXJ11492034+1218223 177.334733 12.306189 0.0708 0.3649 0.3349 0.0316 172 12 14.9957 0.1464 0.1791 0.0557 0
276349 DESIXJ16253901+2100441 246.412556 21.012262 0.0579 0.2841 0.5143 0.0453 69 9 16.1578 0.1620 0.3600 0.0676 0
276988 DESIXJ12452533+1059076 191.355536 10.985458 0.0460 0.5457 0.2613 0.0246 66 11 16.3038 0.1098 0.2869 0.0797 0
278300 DESIXJ12415935+1256341 190.497299 12.942814 0.0038 0.8539 0.6685 0.0018 42 33 12.0480 0.0390 0.4124 0.2943 0
278436 DESIXJ15431393+0737227 235.808025 7.622972 0.0714 0.8112 0.5763 0.0105 204 20 16.0599 0.0445 -0.1593 0.0578 0
278445 DESIXJ11362448+5252030 174.102005 52.867507 0.0332 0.3888 0.3696 0.0324 104 8 15.7574 0.1403 -0.0098 0.0569 0
278579 DESIXJ15421589+4847496 235.566189 48.797107 0.0685 0.9405 0.5285 0.0152 176 35 15.7847 0.0341 -0.0439 0.0859 0
279374 DESIXJ11010153+5600452 165.256366 56.012564 0.0711 0.9239 0.3686 0.0100 78 36 17.2469 0.0343 0.1506 0.2134 0
279389 DESIXJ08382862+4431051 129.619266 44.518095 0.0546 0.7288 0.7473 0.0108 138 7 15.8497 0.0784 -0.0038 0.0512 1
280049 DESIXJ08491339+0051064 132.305797 0.851784 0.0432 0.5823 0.5911 0.0222 121 10 14.8553 0.0946 0.1794 0.0565 1
280476 DESIXJ09365976+1317379 144.249015 13.293861 0.0476 0.5267 0.6253 0.0359 101 11 15.5741 0.1102 0.1787 0.0623 0
280724 DESIXJ12390973+0855580 189.790556 8.932773 0.0470 0.7476 0.5732 0.0324 140 14 15.9659 0.0632 -0.0884 0.0594 0
281560 DESIXJ11301053-0126528 172.543888 -1.447990 0.1190 0.5745 0.8632 0.0360 614 18 15.5090 0.0982 -0.4482 0.0493 0
281918 DESIXJ09141581+1851456 138.565886 18.862676 0.0293 0.4631 0.4269 0.0318 64 9 17.0717 0.1208 -0.0396 0.0705 0
282591 DESIXJ14423832+3114112 220.659647 31.236439 0.0638 0.8858 0.5703 0.0149 62 18 16.0726 0.0349 0.4812 0.1279 0
282605 DESIXJ23212038-1005477 350.334913 -10.096579 0.0310 0.8703 0.8422 0.0034 193 54 14.9334 0.0358 -0.2631 0.1203 1
282737 DESIXJ08334394+4319518 128.433073 43.331063 0.0413 0.7927 0.2194 0.0403 10 11 16.2381 0.0640 1.3237 0.3242 0
282820 DESIXJ13183743+1307205 199.655957 13.122366 0.0253 0.8374 0.2517 0.0202 12 14 16.6647 0.0499 0.9691 0.3324 0
283631 DESIXJ14481927+0348312 222.080273 3.808669 0.0280 0.3494 0.5017 0.0498 36 15 15.2578 0.1491 0.6356 0.1978 0
283921 DESIXJ00393224+1513239 9.884341 15.223307 0.0782 0.5416 0.7155 0.0463 177 14 15.6586 0.1069 0.0380 0.0561 0
284044 DESIXJ09403081+0729219 145.128391 7.489421 0.0167 0.7047 0.5921 0.0477 67 32 15.8172 0.0750 -0.0937 0.2167 0
284664 DESIXJ08564671+1608215 134.194621 16.139315 0.0553 0.4850 0.7543 0.0353 173 12 15.2339 0.1207 -0.0076 0.0548 0
284769 DESIXJ01264226-0105162 21.676076 -1.087826 0.0146 0.5997 0.7354 0.0039 60 23 15.9444 0.1052 -0.1305 0.1797 1
285290 DESIXJ11350495+0233050 173.770616 2.551383 0.0174 0.2977 0.4010 0.0143 30 10 14.4015 0.1566 0.7185 0.1472 0
286112 DESIXJ13451199+1625045 206.299948 16.417912 0.0222 0.6132 0.4284 0.0185 47 13 16.1636 0.0958 0.2059 0.1239 1
286179 DESIXJ09583536+0034120 149.647321 0.569990 0.0458 0.1576 0.7943 0.0336 176 10 14.5238 0.1887 0.0573 0.0556 1
287046 DESIXJ12080132+3256212 182.005509 32.939227 0.0453 0.6209 0.4527 0.0267 75 12 15.2492 0.0910 0.3833 0.0750 0
287215 DESIXJ12534919+2856336 193.454968 28.942671 0.0236 0.6640 0.7136 0.0126 124 36 15.5154 0.0802 -0.2075 0.1238 1
288153 DESIXJ14573203+4252386 224.383464 42.877395 0.0343 0.7338 0.4491 0.0087 128 20 15.9868 0.0639 -0.1868 0.0746 1
288273 DESIXJ21535209+0036022 328.467027 0.600621 0.0269 0.3232 0.3025 0.0361 79 14 16.5274 0.1535 -0.1220 0.0842 0
289969 DESIXJ13051260+0834226 196.302511 8.572945 0.0238 0.5801 0.4363 0.0199 83 15 15.2088 0.1002 0.0906 0.0833 0
291099 DESIXJ10054702+0214435 151.445930 2.245405 0.0456 0.6054 0.8826 0.0116 278 31 13.4598 0.0895 0.0005 0.0619 1
292164 DESIXJ16351941+2628282 248.830887 26.474508 0.1323 0.2856 0.7041 0.0285 248 11 16.3771 0.1602 0.1814 0.0529 0
292317 DESIXJ00513407+1354529 12.891954 13.914684 0.0392 0.8390 0.7655 0.0237 148 28 15.1917 0.0491 -0.0575 0.0843 0
292332 DESIXJ15314953+4000221 232.956381 40.006145 0.0290 0.8437 0.5035 0.0133 18 13 15.1768 0.0434 1.0386 0.2852 0
292444 DESIXJ14433741+0907507 220.905864 9.130760 0.0344 0.4247 0.3389 0.0090 87 9 16.1064 0.1285 0.0342 0.0619 0
292644 DESIXJ12432271+3738587 190.844618 37.649630 0.0859 0.8300 0.7482 0.0178 638 20 15.1298 0.0514 -0.5728 0.0485 0
292970 DESIXJ12080638+0529178 182.026566 5.488273 0.0722 0.5682 0.7461 0.0337 136 25 16.0139 0.1036 0.0968 0.0836 0
294013 DESIXJ14281848+5713437 217.077010 57.228805 0.0425 0.5749 0.4244 0.0154 77 13 16.1975 0.0979 0.1548 0.0776 0
294291 DESIXJ14054262+5241481 211.427604 52.696705 0.0416 0.5420 0.4595 0.0203 12 12 16.8543 0.1072 1.0603 0.3273 0
297874 DESIXJ14152690+3624308 213.862082 36.408549 0.0282 0.7180 0.3853 0.0111 56 8 15.7799 0.0680 0.2615 0.0696 1
297893 DESIXJ08125527+3404152 123.230287 34.070899 0.0438 0.5273 0.9246 0.0371 89 23 16.0211 0.1094 0.1241 0.1129 0
298894 DESIXJ10012890+1420345 150.370433 14.342922 0.0778 0.4134 0.7430 0.0387 211 18 15.8616 0.1354 -0.0930 0.0578 0
299193 DESIXJ02564075-0014446 44.169783 -0.245712 0.0291 0.8756 0.4908 0.0230 80 20 14.8418 0.0472 0.2461 0.1088 0
299332 DESIXJ14452964+3820474 221.373490 38.346490 0.0316 0.7386 0.4526 0.0223 57 15 16.0978 0.0654 0.2424 0.1124 0
300039 DESIXJ02364851-0030214 39.202132 -0.505942 0.0401 0.4217 0.2200 0.0432 83 11 16.6818 0.1376 0.0048 0.0695 1
300572 DESIXJ12264706+1227143 186.696088 12.453967 0.0047 0.8815 0.7070 0.0009 97 83 13.6326 0.0415 -0.3162 0.3057 0
301381 DESIXJ11053945+1927372 166.414371 19.460330 0.0929 0.4939 0.8336 0.0279 31 18 16.0092 0.1138 1.0869 0.2600 0
301605 DESIXJ10514290+0717397 162.928735 7.294358 0.0232 0.2729 0.4263 0.0328 21 10 16.4268 0.1632 0.6294 0.2212 0
303126 DESIXJ01171668+1425417 19.319511 14.428259 0.0600 0.7855 0.4770 0.0113 39 15 15.7670 0.0481 0.7713 0.1816 0
303216 DESIXJ11463018+1910242 176.625743 19.173384 0.1415 0.2946 0.7321 0.0749 284 14 16.8128 0.1700 -0.1728 0.0538 0
303323 DESIXJ11143416+3800540 168.642332 38.014988 0.0286 0.7944 0.3603 0.0124 34 16 16.2063 0.0504 0.4753 0.2200 0
303361 DESIXJ00040805-0933385 1.033554 -9.560691 0.0295 0.9436 0.4560 0.0046 75 30 15.7395 0.0128 0.1062 0.1850 1
303536 DESIXJ10455539+1625592 161.480806 16.433112 0.0660 0.8377 0.4413 0.0234 93 9 16.5117 0.0741 0.1795 0.0583 0
304094 DESIXJ21120042-0016465 318.001758 -0.279585 0.0118 0.4405 0.3811 0.0066 59 6 14.9571 0.1320 -0.0263 0.0611 1
305899 DESIXJ11425194+1956571 175.716407 19.949183 0.0193 0.3498 0.5143 0.0454 112 21 15.4947 0.1506 -0.2324 0.0835 1
306108 DESIXJ14174112-0008392 214.421349 -0.144209 0.0496 0.4144 0.4493 0.0353 87 11 16.3942 0.1341 0.1205 0.0667 1
306189 DESIXJ08443490+5444489 131.145417 54.746915 0.0827 0.6192 0.5877 0.0163 177 12 15.1487 0.0901 0.1620 0.0536 0
