# SGA_ID DESI_NAME RA Dec z_desi BA G_R G_R_err V_0p4R26  V_0p4R26_err R_MAG_SB26_CORR R_MAG_SB26_ERR_CORR LOGDIST_AVG LOGDIST_AVG_ERR MAIN 
734112 DESIXJ21290076+0959289 322.253157 9.991367 0.0283 0.6198 0.5995 0.0206 100 15 14.2392 0.0904 0.2176 0.0714 0
734466 DESIXJ08491459+3230091 132.310783 32.502518 0.0466 0.8089 0.2736 0.0177 62 16 16.9903 0.0529 0.1552 0.1142 0
735315 DESIXJ09501497+4557264 147.562391 45.957329 0.0249 0.8381 0.4201 0.0153 125 17 14.4665 0.0424 0.0001 0.0684 0
735470 DESIXJ01241131+1349127 21.047108 13.820190 0.0558 0.8695 0.5944 0.0094 80 20 15.1960 0.0297 0.4417 0.1059 0
736406 DESIXJ10550764+1705366 163.781846 17.093487 0.1708 0.5144 0.9291 0.0404 254 6 16.7542 0.1144 -0.0262 0.0496 0
737327 DESIXJ09271970+0525248 141.832094 5.423561 0.0468 0.3687 0.5739 0.0398 102 4 16.6637 0.1444 -0.0513 0.0527 0
737631 DESIXJ14012997+4449355 210.374885 44.826536 0.0361 0.5634 0.4863 0.0121 108 15 15.7904 0.1026 -0.0366 0.0690 0
737758 DESIXJ10230532+1051013 155.772154 10.850368 0.0471 0.8392 0.3513 0.0287 53 18 15.5517 0.0625 0.5682 0.1512 0
737919 DESIXJ15435379+1427061 235.974118 14.451701 0.1226 0.3807 0.7661 0.0685 149 27 16.2689 0.1460 0.2476 0.0820 0
740414 DESIXJ10230255+1309527 155.760617 13.164644 0.0327 0.5182 0.4749 0.0233 65 12 16.4486 0.1092 0.1095 0.0813 0
741769 DESIXJ12552344+0754354 193.847685 7.909821 0.0094 0.8906 0.5685 0.0035 69 33 13.5928 0.0303 0.1440 0.2230 0
742167 DESIXJ16443054+3428400 251.127251 34.477778 0.0850 0.4010 0.7413 0.0130 251 5 15.9792 0.1348 -0.1931 0.0501 1
743644 DESIXJ15594127+0611422 239.921970 6.195043 0.0458 0.6264 0.3500 0.0361 63 10 16.4688 0.0877 0.2629 0.0775 1
743655 DESIXJ12400186-0336247 190.007732 -3.606848 0.0084 0.4956 0.2582 0.0102 36 16 14.7874 0.1135 0.2535 0.2171 1
744887 DESIXJ01385289-1027117 24.720383 -10.453245 0.0482 0.6431 0.6446 0.0217 185 19 15.2087 0.0802 -0.1145 0.0600 0
746785 DESIXJ10430059+1040241 160.752448 10.673363 0.0396 0.2229 0.3355 0.0437 86 5 16.3212 0.1772 0.0557 0.0564 0
747285 DESIXJ09593069+1142527 149.877860 11.714633 0.0796 0.9074 0.6372 0.0097 235 24 15.5970 0.0217 -0.0966 0.0586 0
747483 DESIXJ13222780+1020429 200.615838 10.345255 0.1079 0.8275 0.6730 0.0181 46 27 16.3168 0.0454 0.8704 0.2611 0
747524 DESIXJ14162688+1008026 214.111982 10.134059 0.1022 0.7017 0.5364 0.0243 161 6 16.2081 0.0708 0.1356 0.0493 0
748429 DESIXJ12530374+0740598 193.265580 7.683276 0.0055 0.9417 0.6666 0.0020 163 66 14.1170 0.0325 -0.6694 0.1874 0
748674 DESIXJ12403765+1054029 190.156884 10.900805 0.0672 0.5016 0.5554 0.0431 101 10 16.0505 0.1162 0.2427 0.0614 0
749222 DESIXJ11395586+0130434 174.982738 1.512048 0.0760 0.5669 0.8851 0.0169 24 16 14.6991 0.0985 1.4083 0.2836 0
749569 DESIXJ09433453+0833487 145.893863 8.563533 0.0613 0.4305 0.8695 0.0290 91 26 15.0020 0.1291 0.4689 0.1246 0
750801 DESIXJ04061472-0539068 61.561322 -5.651902 0.0161 0.9877 0.7303 0.0078 188 62 14.0881 0.0297 -0.3555 0.1465 0
751311 DESIXJ16015559+1542228 240.481636 15.706329 0.0348 0.7676 0.4619 0.0174 159 13 15.0646 0.0558 -0.1141 0.0552 0
751379 DESIXJ12343515+0259381 188.646441 2.993917 0.0639 0.4042 0.2299 0.0396 62 10 17.2656 0.1409 0.2670 0.0791 0
752606 DESIXJ13565150-0019528 209.214588 -0.331321 0.1060 0.3365 0.6483 0.0345 171 10 16.0248 0.1528 0.1527 0.0545 1
754543 DESIXJ10332661+0150235 158.360881 1.839869 0.0291 0.7764 0.3611 0.0128 49 21 15.2300 0.0526 0.4800 0.1977 0
754620 DESIXJ11534402+0747326 178.433399 7.792393 0.0086 0.7869 0.3142 0.0164 35 15 15.4736 0.0556 0.1382 0.2053 0
754621 DESIXJ12370702+0525179 189.279264 5.421634 0.0039 0.6490 0.6687 0.0075 17 16 14.5024 0.0807 0.4639 0.3139 0
754730 DESIXJ11241381+3135457 171.057539 31.596032 0.1303 0.9218 0.9117 0.0064 347 41 15.9217 0.0179 -0.1574 0.0627 0
756379 DESIXJ09383736+0239131 144.655661 2.653637 0.0274 0.5564 0.4081 0.0270 62 12 16.5354 0.1018 0.0527 0.0846 0
756473 DESIXJ15043558+1032583 226.148271 10.549532 0.0339 0.7227 0.3503 0.0314 24 14 16.5356 0.0675 0.6935 0.2687 0
756690 DESIXJ08463154+1521169 131.631427 15.354696 0.0752 0.7192 0.5391 0.0144 161 12 16.3697 0.0627 -0.0652 0.0541 0
757745 DESIXJ02043466-1012246 31.144424 -10.206823 0.0854 0.5842 0.7242 0.0092 218 19 16.0866 0.0966 -0.1283 0.0575 1
757816 DESIXJ13204162-0120569 200.173423 -1.349149 0.0663 0.7814 0.6903 0.0178 208 16 15.5710 0.0525 -0.1024 0.0544 1
758655 DESIXJ08232275+2158107 125.844811 21.969640 0.0155 0.9727 0.6866 0.0064 120 24 15.2078 0.0215 -0.3181 0.0878 0
759160 DESIXJ13570806+0259106 209.283580 2.986282 0.1896 0.8265 -1.9590 0.1789 291 30 15.0657 0.1735 0.4934 0.0607 0
760219 DESIXJ10001196-0818040 150.049831 -8.301121 0.0331 0.7973 0.4649 0.0081 97 19 16.2417 0.0480 -0.0671 0.0842 1
760453 DESIXJ07233678+5415367 110.903270 54.260203 0.0729 0.8390 0.5636 0.0115 112 9 15.1793 0.0453 0.3755 0.0548 0
760665 DESIXJ02114125-0918192 32.921895 -9.305341 0.0051 0.6485 0.4756 0.0037 26 24 12.0152 0.0777 0.6351 0.3202 0
760780 DESIXJ14495906+2612554 222.496094 26.215386 0.0500 0.8661 0.4766 0.0161 220 20 15.1206 0.0361 -0.1693 0.0565 0
761375 DESIXJ03293149-1458340 52.381226 -14.976119 0.0060 0.6290 0.3964 0.0198 14 10 16.2920 0.0887 0.2633 0.2950 0
764375 DESIXJ00595047+0435448 14.960276 4.595769 0.0298 0.2595 0.6532 0.0322 130 6 14.8730 0.1683 -0.0362 0.0536 0
764688 DESIXJ03010685-0554010 45.278561 -5.900275 0.0307 0.4188 0.4992 0.0159 62 20 16.5673 0.1289 0.0698 0.1446 0
765622 DESIXJ15124144+0736215 228.172677 7.605976 0.0485 0.7968 0.3514 0.0131 94 16 16.3319 0.0573 0.0777 0.0771 1
765869 DESIXJ04010656-1615433 60.277349 -16.262019 0.0314 0.8295 0.6800 0.0098 132 15 14.9215 0.0431 -0.0218 0.0619 0
766593 DESIXJ02063625+0841351 31.651029 8.693081 0.0183 0.3368 0.4425 0.0200 86 8 14.6372 0.1473 0.0274 0.0615 0
766861 DESIXJ07403322+5424077 115.138407 54.402145 0.0357 0.9656 0.5692 0.0135 160 38 15.7007 0.0305 -0.2408 0.1013 0
767713 DESIXJ13563554+1140167 209.148069 11.671313 0.0632 0.7675 0.9446 0.0398 264 19 15.3158 0.0700 -0.2055 0.0536 0
768412 DESIXJ03000596-0117161 45.024848 -1.287801 0.0288 0.7765 0.7946 0.0136 174 16 14.8428 0.0552 -0.2069 0.0574 0
769267 DESIXJ01060276+0121367 16.511507 1.360197 0.0452 0.9100 0.8159 0.0205 432 26 15.0950 0.0321 -0.6111 0.0514 0
769313 DESIXJ04480608-0204216 72.025342 -2.072663 0.0489 0.5959 0.8138 0.0364 190 18 15.1257 0.0942 -0.0929 0.0582 0
769483 DESIXJ01465176-0357526 26.715679 -3.964619 0.0409 0.5551 0.2842 0.0245 43 11 16.5182 0.1014 0.4231 0.1134 0
770048 DESIXJ04145352-1348356 63.722986 -13.809885 0.0332 0.3543 0.4418 0.0392 73 6 14.7339 0.1468 0.3871 0.0581 1
771100 DESIXJ10213622+7304529 155.400932 73.081350 0.0595 0.5778 0.9970 0.0461 119 16 15.2620 0.1211 0.2148 0.0687 0
772382 DESIXJ13414077+1330147 205.419878 13.504072 0.1366 0.4881 0.5852 0.0301 84 12 15.8005 0.1152 0.7224 0.0695 0
773489 DESIXJ03385528-1009124 54.730314 -10.153457 0.0073 0.3328 0.5240 0.0215 64 10 14.6925 0.1569 -0.2167 0.0786 0
774547 DESIXJ02090470-1135568 32.269577 -11.599120 0.0402 0.7527 0.4321 0.0191 100 15 16.5627 0.0594 -0.0978 0.0716 0
775418 DESIXJ04341989-0749015 68.582861 -7.817096 0.0301 0.7333 0.4713 0.0091 98 14 15.7406 0.0610 -0.0305 0.0713 1
775678 DESIXJ16470135+1353520 251.755629 13.897780 0.0241 0.5067 0.3898 0.0123 30 9 15.4124 0.1123 0.6417 0.1481 0
775933 DESIXJ12140903+0746350 183.537625 7.776393 0.0041 0.8664 0.5246 0.0011 51 20 13.0027 0.0343 0.1402 0.1825 0
778513 DESIXJ20574372-0924201 314.432185 -9.405576 0.0659 0.8293 0.6573 0.0120 31 17 15.0066 0.0427 1.1075 0.2394 0
779138 DESIXJ07162786+4323447 109.116083 43.395754 0.0627 0.7691 0.6145 0.0131 200 6 15.4140 0.0616 -0.0768 0.0487 0
781601 DESIXJ12550367-0622101 193.765284 -6.369478 0.0043 0.5953 0.5587 0.0055 152 36 13.6690 0.0915 -0.6223 0.1006 0
782574 DESIXJ02295081-0419505 37.461712 -4.330699 0.0437 0.6151 0.5220 0.0202 147 12 15.1808 0.0863 -0.0173 0.0559 0
784004 DESIXJ23245326+2723355 351.221935 27.393187 0.0425 0.5202 0.7808 0.0165 168 11 15.8852 0.1094 -0.2436 0.0543 0
784282 DESIXJ09130177-0153555 138.257371 -1.898738 0.0397 0.7639 0.4977 0.0269 94 14 15.0300 0.0589 0.2579 0.0732 1
785048 DESIXJ04211149-0632521 65.297859 -6.547803 0.0393 0.7204 0.5648 0.0116 130 14 15.3146 0.0666 -0.0025 0.0605 0
785531 DESIXJ10511221+2518452 162.800880 25.312560 0.0210 0.9251 0.4208 0.0086 11 19 15.9820 0.0175 1.0542 0.3490 0
785946 DESIXJ13524412+0048097 208.183823 0.802693 0.0152 0.8214 0.6830 0.0058 13 33 14.8297 0.0434 1.0534 0.3637 0
787393 DESIXJ09081063+0555401 137.044286 5.927806 0.0044 0.8681 0.5509 0.0009 47 25 13.6924 0.0328 0.0554 0.2442 0
788272 DESIXJ10341021+1742018 158.542527 17.700502 0.0463 0.7297 0.5340 0.0167 172 13 15.5803 0.0857 -0.1433 0.0547 0
788353 DESIXJ15555047+4154524 238.960288 41.914542 0.0347 0.7904 0.4999 0.0116 132 25 14.6810 0.0542 0.0623 0.0834 0
790946 DESIXJ16215236+0043422 245.468172 0.728399 0.0574 0.7181 0.4102 0.0224 156 15 15.5472 0.0672 0.0215 0.0585 0
793803 DESIXJ01394512-0512423 24.937992 -5.211761 0.0115 0.5165 0.4232 0.0064 26 12 15.7979 0.1111 0.2640 0.2214 0
793915 DESIXJ02072888+2416038 31.870313 24.267718 0.0320 0.9427 0.5225 0.0074 147 15 15.7210 0.0139 -0.2436 0.0587 0
793968 DESIXJ23382793-0123114 354.616393 -1.386508 0.0115 0.6394 0.4068 0.0131 58 31 15.8962 0.0873 -0.2198 0.2501 0
796098 DESIXJ09440554+1701566 146.023104 17.032389 0.0148 0.8998 0.4602 0.0078 21 19 17.0343 0.0229 0.3189 0.3127 0
797450 DESIXJ11370679+0250450 174.278312 2.845835 0.0292 0.4958 0.8600 0.0294 224 11 14.7542 0.1140 -0.3067 0.0516 1
798005 DESIXJ08405029-0513518 130.209559 -5.231069 0.0530 0.6484 0.7031 0.0119 141 5 14.8848 0.0800 0.1708 0.0494 1
798702 DESIXJ03102298-0425262 47.595738 -4.423951 0.0681 0.5647 0.8571 0.0131 311 11 15.1099 0.1074 -0.2420 0.0501 0
799236 DESIXJ12192401-0038174 184.850042 -0.638164 0.0212 0.7368 0.5170 0.0238 27 25 15.4618 0.0625 0.6420 0.3129 0
799981 DESIXJ08341496-0023459 128.562341 -0.396085 0.0490 0.8096 0.6876 0.0183 196 16 15.2744 0.0458 -0.1333 0.0553 1
800713 DESIXJ00263615+0849502 6.650610 8.830625 0.0572 0.8347 0.8952 0.0171 98 32 15.6436 0.0396 0.2450 0.1422 0
801021 DESIXJ02461745+1305442 41.572714 13.095621 0.0216 0.6407 0.8223 0.0072 251 22 12.9526 0.0847 -0.1751 0.0566 0
801483 DESIXJ11290596-0358411 172.274815 -3.978093 0.0366 0.8519 0.3314 0.0116 71 9 16.1859 0.0424 0.1694 0.0659 1
802921 DESIXJ04401255-0935105 70.052296 -9.586241 0.0464 0.6784 0.5733 0.0098 135 11 16.1669 0.0714 -0.1329 0.0563 1
804588 DESIXJ09514647-0222493 147.943640 -2.380363 0.0373 0.7688 0.5923 0.0110 175 15 14.8393 0.0540 -0.0872 0.0558 1
805914 DESIXJ10215351+7317125 155.472947 73.286802 0.0510 0.8410 0.5508 0.0094 94 9 15.7080 0.0425 0.2033 0.0596 0
805991 DESIXJ13071070-0645547 196.794587 -6.765199 0.0048 0.7199 0.2875 0.0082 24 13 15.2653 0.0647 0.1796 0.2493 0
807012 DESIXJ14211859-0527399 215.327471 -5.461073 0.0237 0.5595 0.3318 0.0247 40 4 16.9586 0.0997 0.1613 0.0612 0
808199 DESIXJ11081511+4744105 167.062963 47.736257 0.0433 0.8558 0.3799 0.0212 52 18 15.6359 0.0503 0.5183 0.1631 0
808335 DESIXJ07492424+4345089 117.351009 43.752467 0.0297 0.2638 0.7492 0.0313 361 30 15.0862 0.1666 -0.6826 0.0588 0
808617 DESIXJ01470063+1224197 26.752628 12.405462 0.0027 0.7799 0.4037 0.0021 37 13 13.6638 0.0566 -0.2969 0.1626 0
808637 DESIXJ04024536-1601165 60.688996 -16.021237 0.0318 0.8036 0.3851 0.0193 49 7 15.6758 0.0618 0.4153 0.0702 0
808667 DESIXJ13594337+4023142 209.930721 40.387278 0.0127 0.7035 0.2977 0.0057 17 14 14.9247 0.0706 0.7640 0.3084 0
809042 DESIXJ03483383-1135440 57.140943 -11.595566 0.0760 0.7627 0.5805 0.0150 179 13 15.3434 0.0569 0.0811 0.0541 0
809420 DESIXJ12525783+1235265 193.240956 12.590688 0.1115 0.8169 0.9118 0.0236 184 62 15.7517 0.0519 0.1802 0.1504 0
809606 DESIXJ13164623+0713093 199.192608 7.219241 0.0508 0.7223 0.5154 0.0211 111 7 16.0310 0.0654 0.0633 0.0524 1
810996 DESIXJ08071243+3951492 121.801777 39.863665 0.0133 0.8953 0.5535 0.0028 107 27 15.0191 0.0307 -0.3082 0.1085 0
812497 DESIXJ12483554+0907326 192.148089 9.125735 0.0251 0.4823 0.4639 0.0441 34 12 15.1192 0.1224 0.6488 0.1566 0
812821 DESIXJ13302874+0116086 202.619730 1.269054 0.0808 0.7475 0.7017 0.0332 242 15 16.1848 0.0639 -0.2249 0.0521 1
813521 DESIXJ12585453+3915554 194.727215 39.265403 0.0534 0.9449 0.3591 0.0154 76 32 15.7442 0.0334 0.3574 0.1924 0
816096 DESIXJ08260228+0755522 126.509493 7.931163 0.0805 0.3481 0.6463 0.0547 157 11 15.8735 0.1503 0.0903 0.0559 0
818473 DESIXJ13101240+1656084 197.551658 16.935678 0.0120 0.9025 0.5104 0.0211 62 22 14.5293 0.0568 0.1127 0.1688 0
820041 DESIXJ15180494+3331232 229.520583 33.523110 0.0303 0.8195 0.4086 0.0081 38 16 16.0116 0.0535 0.4650 0.2082 0
820407 DESIXJ15170493+0450535 229.270550 4.848203 0.0378 0.8225 0.6131 0.0115 29 22 16.5360 0.0413 0.6317 0.2933 0
820636 DESIXJ16222293+1034382 245.595543 10.577272 0.0331 0.5348 0.5625 0.0192 61 12 16.7615 0.1057 0.0854 0.0897 1
822041 DESIXJ01265452-0038510 21.727169 -0.647505 0.1646 0.4178 0.4439 0.0486 156 10 17.7785 0.1359 0.0804 0.0550 1
822187 DESIXJ17025404+2109258 255.725155 21.157179 0.0553 0.7771 0.4393 0.0095 44 19 17.1357 0.0514 0.4082 0.2024 1
822583 DESIXJ13212331+6535053 200.347120 65.584811 0.0366 0.3601 0.3058 0.0315 69 6 16.5858 0.1458 0.0939 0.0583 0
822622 DESIXJ15551203+3045433 238.800140 30.762028 0.0322 0.9765 0.4211 0.0175 110 16 16.7383 0.0272 -0.2625 0.0699 1
823338 DESIXJ13181343-0008534 199.555952 -0.148171 0.0488 0.8433 0.4095 0.0096 74 7 16.1056 0.0393 0.2695 0.0597 1
824416 DESIXJ13314734+0158299 202.947244 1.974985 0.1025 0.7549 0.6059 0.0103 251 18 15.6203 0.0585 -0.0059 0.0533 1
825179 DESIXJ10452780+2158470 161.365837 21.979710 0.1417 0.3576 0.6865 0.0357 261 9 16.8547 0.1441 -0.1311 0.0513 0
826785 DESIXJ23131696-0045273 348.320681 -0.757572 0.0544 0.5116 0.5994 0.0352 142 4 15.1194 0.1120 0.1130 0.0497 0
828316 DESIXJ01014006-0905504 15.416916 -9.097345 0.0541 0.3973 0.8176 0.0266 237 12 14.2407 0.1347 -0.0092 0.0525 0
829011 DESIXJ09315216+0734507 142.967332 7.580755 0.0282 0.9082 0.8079 0.0024 111 42 14.3304 0.0303 0.1750 0.1717 0
831121 DESIXJ00233202-0051063 5.883430 -0.851755 0.0642 0.4567 0.4617 0.0484 137 8 15.8894 0.1284 0.0591 0.0539 0
831345 DESIXJ12394977+0356078 189.957394 3.935495 0.0048 0.8265 0.4994 0.0051 10 18 15.1895 0.0484 0.6860 0.3505 0
832032 DESIXJ11163116+1207387 169.129836 12.127415 0.0447 0.6725 0.4069 0.0291 72 14 17.2699 0.0817 0.0155 0.0844 0
832400 DESIXJ16014589+1508201 240.441213 15.138915 0.0564 0.7445 0.3793 0.0208 136 8 15.4157 0.0596 0.1068 0.0520 1
834755 DESIXJ08444874+2957473 131.203096 29.963148 0.0491 0.7477 0.4978 0.0205 84 15 16.8755 0.0576 0.0385 0.0814 0
836380 DESIXJ11191309+5504040 169.804562 55.067780 0.0697 0.4316 0.3966 0.0555 57 10 16.5488 0.1334 0.4837 0.0844 0
836765 DESIXJ09244499+4026088 141.187472 40.435767 0.0280 0.3789 0.3584 0.0532 66 10 15.6582 0.1471 0.2014 0.0753 0
837313 DESIXJ11451293+3505106 176.303882 35.086278 0.0673 0.3933 0.8237 0.0405 44 11 15.2319 0.1396 0.8854 0.1080 0
837585 DESIXJ14002937+4819148 210.122392 48.320780 0.1503 0.4412 0.8459 0.0342 176 20 15.8443 0.1311 0.3201 0.0635 0
838550 DESIXJ14025609+4716113 210.733726 47.269801 0.1999 0.4103 1.0101 0.0584 179 53 16.5539 0.1407 0.2826 0.1294 0
838560 DESIXJ09103849+1928224 137.660366 19.472891 0.0104 0.8750 0.4712 0.0036 13 14 15.0343 0.0277 0.8452 0.3248 0
840053 DESIXJ12411573+1123140 190.315537 11.387215 0.0019 0.9460 0.7831 0.0025 27 18 12.9553 0.0551 0.2888 0.2807 0
840391 DESIXJ01141147+0009505 18.547801 0.164039 0.0448 0.5250 0.6654 0.0274 216 30 15.0026 0.1070 -0.1923 0.0692 0
840842 DESIXJ08120382+4113527 123.015922 41.231313 0.1327 0.5408 0.8282 0.0078 282 17 16.2197 0.1066 -0.0884 0.0530 0
841075 DESIXJ11501214+0957457 177.550575 9.962693 0.0654 0.9037 0.7269 0.0088 107 10 16.2260 0.0280 0.1499 0.0578 0
841511 DESIXJ11550117+2527395 178.754854 25.460965 0.0202 0.6250 0.3132 0.0094 42 15 16.6238 0.0832 0.1374 0.1580 0
841827 DESIXJ00443066+1428184 11.127754 14.471779 0.0548 0.4551 0.5233 0.0313 81 6 16.4096 0.1226 0.1891 0.0564 0
841886 DESIXJ13592827+5542253 209.867805 55.707038 0.0355 0.6320 0.3714 0.0227 96 17 16.3905 0.0949 -0.0788 0.0796 0
842255 DESIXJ11525231+6123375 178.217950 61.393754 0.0426 0.4889 0.5004 0.0289 87 6 16.1829 0.1224 0.0888 0.0556 0
842470 DESIXJ13493416+1029239 207.392350 10.489968 0.1535 0.5377 0.6583 0.0293 227 12 16.2227 0.1053 0.1102 0.0520 0
845146 DESIXJ16225927+3028356 245.746953 30.476560 0.2332 0.7331 1.3054 0.0300 407 35 16.9970 0.0659 -0.2286 0.0559 0
845734 DESIXJ13143785-0318276 198.657707 -3.307667 0.0415 0.4351 0.7598 0.0227 300 19 13.9962 0.1279 -0.1920 0.0539 1
846460 DESIXJ15182449+3244331 229.602048 32.742532 0.0301 0.7936 0.3641 0.0071 44 16 16.2701 0.0501 0.2884 0.1749 1
848663 DESIXJ15233770+3749028 230.907098 37.817438 0.0232 0.6027 0.6997 0.0145 28 18 14.3983 0.0922 0.8466 0.2695 0
848778 DESIXJ08083203+1812212 122.133473 18.205893 0.0170 0.7705 0.3284 0.0146 59 15 15.7016 0.0556 0.0473 0.1072 1
849245 DESIXJ14113438+0835281 212.893246 8.591146 0.0244 0.6877 0.7112 0.0061 90 15 16.1999 0.0779 -0.1453 0.0776 1
850049 DESIXJ23265539+0221295 351.730784 2.358196 0.0185 0.6688 0.4137 0.0066 82 13 15.3433 0.0771 -0.0858 0.0745 0
850897 DESIXJ01002587-0839154 15.107805 -8.654283 0.0559 0.3142 0.3705 0.0250 49 10 14.7163 0.1526 0.8341 0.0905 0
852310 DESIXJ11172739+0436145 169.364139 4.604026 0.0058 0.3856 1.5856 0.0844 34 11 13.2659 0.1604 0.4082 0.1499 0
855255 DESIXJ23130169-0732144 348.257044 -7.537331 0.0842 0.6817 0.8943 0.0284 142 30 15.2669 0.0761 0.2816 0.0919 0
856537 DESIXJ18130583+5600237 273.274296 56.006575 0.1009 0.7619 0.5167 0.0165 277 17 15.9854 0.0586 -0.1508 0.0519 0
856840 DESIXJ09492902-0225061 147.370903 -2.418367 0.0830 0.4738 0.5633 0.0500 144 11 16.1095 0.1233 0.1108 0.0560 0
857864 DESIXJ00582240-0241418 14.593340 -2.694944 0.0734 0.5390 0.6423 0.0436 273 9 14.9039 0.1113 -0.0954 0.0503 0
857875 DESIXJ18370087+5752033 279.253626 57.867578 0.0562 0.3618 0.8336 0.0275 200 6 15.3767 0.1448 -0.1256 0.0510 0
859242 DESIXJ17070968+4013244 256.790331 40.223443 0.0271 0.4376 0.4886 0.0111 49 14 15.1694 0.1287 0.4205 0.1232 0
862813 DESIXJ09293817+0157226 142.409062 1.956277 0.0506 0.6645 0.6218 0.0222 282 25 16.1598 0.0772 -0.5274 0.0572 0
864438 DESIXJ04493935-0041425 72.413964 -0.695137 0.0292 0.5678 0.6873 0.0184 137 12 14.6189 0.1017 -0.0126 0.0574 0
865316 DESIXJ10570808+1821285 164.283685 18.357926 0.0555 0.8483 0.6680 0.0181 218 26 14.7756 0.0536 -0.0496 0.0637 0
865433 DESIXJ16421932+0345456 250.580497 3.762656 0.0961 0.6229 0.9944 0.0171 525 15 15.8793 0.0913 -0.5384 0.0491 0
866527 DESIXJ09452623+0512312 146.359274 5.208668 0.0105 0.5351 0.2971 0.0147 14 11 17.3661 0.1051 0.3677 0.2974 0
867880 DESIXJ00204934+0516544 5.205576 5.281791 0.0839 0.5331 0.7734 0.0335 265 11 16.2311 0.1060 -0.2830 0.0508 0
867977 DESIXJ17365218+3110098 264.217402 31.169384 0.0464 0.3644 0.6211 0.0197 69 12 16.0808 0.1424 0.2820 0.0789 0
868117 DESIXJ11403965-0218069 175.165204 -2.301917 0.0478 0.3808 0.7998 0.0346 204 16 15.1700 0.1536 -0.1413 0.0573 1
870109 DESIXJ15213117+3337494 230.379891 33.630400 0.0813 0.4366 0.7253 0.0160 143 5 15.5878 0.1304 0.1891 0.0511 0
872996 DESIXJ15021953+3217446 225.581366 32.295729 0.0394 0.7030 0.5992 0.0404 82 13 16.0669 0.0718 0.1225 0.0759 1
873021 DESIXJ00530500+0319087 13.270832 3.319082 0.0415 0.8715 0.4090 0.0140 68 9 15.3592 0.0441 0.3801 0.0666 1
873462 DESIXJ22242002-1005055 336.083436 -10.084851 0.0753 0.2377 0.7047 0.0423 155 10 15.6942 0.1713 0.1120 0.0559 0
875629 DESIXJ13020044+4251412 195.501822 42.861451 0.0435 0.3428 0.7919 0.0154 143 16 15.6470 0.1482 -0.0726 0.0647 0
876267 DESIXJ01443804-0603377 26.158482 -6.060481 0.0608 0.5079 0.7627 0.0149 190 7 15.2826 0.1185 -0.0450 0.0509 0
876859 DESIXJ03173145-0201017 49.381039 -2.017130 0.0278 0.6144 0.6070 0.0203 113 12 15.9761 0.0887 -0.2042 0.0612 0
876992 DESIXJ08093596+4135409 122.399816 41.594682 0.0023 0.5714 0.4928 0.0045 26 11 14.3920 0.0969 -0.0908 0.2081 0
877218 DESIXJ02560473-1122092 44.019711 -11.369235 0.0052 0.7147 0.2551 0.0171 11 10 16.3960 0.0641 0.2632 0.3170 0
878319 DESIXJ21573458+1638370 329.394103 16.643611 0.0256 0.4192 0.6686 0.0190 139 10 13.5764 0.1292 0.1093 0.0559 0
880296 DESIXJ03232402-1538530 50.850090 -15.648042 0.0348 0.4787 0.6269 0.0166 156 11 14.5037 0.1203 0.0059 0.0546 0
880840 DESIXJ14574043+3145561 224.418477 31.765581 0.0746 0.4807 0.7879 0.0300 143 28 16.0235 0.1183 0.0775 0.0863 0
881749 DESIXJ00160101+0535229 4.004221 5.589701 0.1386 0.6473 0.8193 0.0164 209 9 15.7497 0.0790 0.1997 0.0502 0
881807 DESIXJ00020973-0211583 0.540540 -2.199519 0.0282 0.5198 0.4202 0.0207 83 12 15.5830 0.1073 0.0528 0.0728 0
882459 DESIXJ17103050+5700066 257.627066 57.001830 0.0277 0.9414 0.2841 0.0083 48 28 16.9392 0.0309 0.0961 0.2614 0
884530 DESIXJ04002374-0848293 60.098916 -8.808143 0.1111 0.5041 0.4923 0.0205 16 12 16.6270 0.1141 1.4424 0.2946 0
885178 DESIXJ03073440-1154382 46.893330 -11.910619 0.0298 0.4345 0.4232 0.0188 72 10 14.9866 0.1299 0.2772 0.0727 0
885978 DESIXJ01304974-0238263 22.707267 -2.640636 0.0183 0.6475 0.2525 0.0253 67 8 15.1768 0.0798 0.0786 0.0638 0
887543 DESIXJ04383013-0132100 69.625562 -1.536104 0.0679 0.7026 0.5805 0.0236 196 13 15.4737 0.0755 -0.0435 0.0535 1
887973 DESIXJ10041390-0746474 151.057921 -7.779831 0.0472 0.4903 0.4524 0.0353 57 11 16.7906 0.1197 0.2684 0.0864 0
888602 DESIXJ08415852+0030236 130.493848 0.506564 0.1336 0.3529 0.5093 0.0510 269 10 16.8061 0.1484 -0.1543 0.0519 1
890344 DESIXJ13471695+0148052 206.820615 1.801439 0.0330 0.3695 0.3427 0.0280 32 5 17.1295 0.1419 0.4031 0.0818 1
895178 DESIXJ01285798-0410405 22.241572 -4.177926 0.0820 0.6492 0.8057 0.0153 33 24 16.1012 0.0938 0.9509 0.2881 0
895614 DESIXJ02235491-0242158 35.978785 -2.704394 0.0192 0.4558 0.3628 0.0155 49 12 15.9804 0.1244 0.1165 0.1071 1
897445 DESIXJ08380712-0013434 129.529678 -0.228735 0.0521 0.4241 0.3530 0.0225 50 6 16.9983 0.1288 0.3524 0.0649 1
901509 DESIXJ21532853-0804118 328.368860 -8.069942 0.0844 0.8362 0.5967 0.0101 193 18 15.2925 0.0526 0.0923 0.0576 0
