# SGA_ID DESI_NAME RA Dec z_desi BA G_R G_R_err V_0p4R26  V_0p4R26_err R_MAG_SB26_CORR R_MAG_SB26_ERR_CORR
941091 DESIXJ07251383+5642548 111.307612 56.715210 0.0380 0.5367 0.7318 0.0212 117 1 15.3859 0.1300
944332 DESIXJ15540996+6008103 238.541511 60.136185 0.0361 0.8152 0.3918 0.0114 114 3 15.8820 0.0586
949246 DESIXJ13513075+7250203 207.878129 72.838980 0.0357 0.6977 0.7957 0.0138 119 15 16.1241 0.0854
951153 DESIXJ13301715+3120050 202.571466 31.334715 0.0162 0.6495 0.3500 0.0107 69 3 14.4460 0.1009
952193 DESIXJ11491633-0708596 177.318035 -7.149877 0.0758 0.5084 0.7852 0.0323 255 7 15.7576 0.1371
952845 DESIXJ14204923+0752091 215.205111 7.869191 0.0229 0.5714 0.5483 0.0380 33 15 15.4623 0.1210
956179 DESIXJ11111084-0628034 167.795163 -6.467617 0.0292 0.4077 0.8531 0.0346 176 1 14.3096 0.1653
956574 DESIXJ13330836+3636333 203.284835 36.609250 0.0164 0.6604 0.2195 0.0212 30 0 16.5285 0.1015
960001 DESIXJ16220053+1430580 245.502213 14.516099 0.0341 0.7075 0.4308 0.1116 46 1 16.9296 0.1154
960788 DESIXJ07165275+5406069 109.219775 54.101917 0.0377 0.1656 0.8503 0.0093 127 2 15.3957 0.2294
964302 DESIXJ01562210-0413046 29.092064 -4.217956 0.0494 0.6040 0.4647 0.0103 93 1 15.6474 0.1108
966480 DESIXJ16533940+1403191 253.414178 14.055295 0.0861 0.6235 0.9044 0.0332 385 6 15.1808 0.1059
967462 DESIXJ10160867+2438297 154.036145 24.641581 0.0213 0.9347 0.3948 0.0094 31 2 15.7533 0.0354
967669 DESIXJ12570914+1052089 194.288098 10.869146 0.0560 0.2123 0.6464 0.0360 178 5 16.0046 0.2168
967701 DESIXJ09164783+1127093 139.199279 11.452591 0.0166 0.3220 0.5053 0.0125 119 1 14.3719 0.1868
969521 DESIXJ03270397-1324152 51.766522 -13.404230 0.1487 0.4293 1.0420 0.0305 338 29 16.4208 0.1573
970289 DESIXJ15095563+4459277 227.481804 44.991016 0.0672 0.9399 0.5847 0.0231 213 3 15.9633 0.0359
970571 DESIXJ11135927+1119450 168.496962 11.329168 0.0097 0.2063 0.4394 0.0181 26 8 16.1760 0.2187
975328 DESIXJ21594782+1042472 329.949246 10.713122 0.1293 0.4118 0.9060 0.0139 68 5 16.2854 0.1639
975548 DESIXJ08384927+6721590 129.705296 67.366397 0.0131 0.8083 0.4228 0.0037 44 7 15.3532 0.0621
975660 DESIXJ23103825+0733545 347.659361 7.565139 0.0431 0.8553 0.8844 0.0040 157 19 15.4759 0.0396
977928 DESIXJ00233307+0031240 5.887805 0.523331 0.0737 0.4107 0.0389 0.0601 117 4 17.0941 0.1664
981033 DESIXJ22581045+0408100 344.543543 4.136107 0.0629 0.4474 0.9265 0.0165 174 13 15.0057 0.1531
981424 DESIXJ18201707+5648118 275.071113 56.803270 0.1090 0.7588 0.7209 0.0232 238 4 16.3678 0.0753
986416 DESIXJ12255246+0548335 186.468597 5.809296 0.0051 0.3806 0.3612 0.0121 580 26 14.2494 0.1696
987381 DESIXJ16361094+4004186 249.045565 40.071822 0.0305 0.9284 0.4387 0.0179 107 2 14.7958 0.0339
988146 DESIXJ04294618-0854550 67.442399 -8.915275 0.0332 0.4698 0.8301 0.0513 148 1 16.4122 0.1503
988352 DESIXJ23253356+1415153 351.389827 14.254250 0.0126 0.5436 0.6774 0.0236 370 19 16.8379 0.1256
989891 DESIXJ15133013+2535283 228.375553 25.591196 0.0476 0.8004 0.4672 0.0134 106 1 16.4392 0.0597
991434 DESIXJ11173859+1322336 169.410800 13.376001 0.0481 0.5770 0.6714 0.0136 130 2 14.4864 0.1175
993470 DESIXJ11371429+1148059 174.309525 11.801626 0.0358 0.8032 0.3651 0.0134 101 0 15.8088 0.0589
995263 DESIXJ12112752+0255324 182.864654 2.925679 0.0044 0.7272 0.4161 0.0021 45 4 14.4096 0.0764
996346 DESIXJ15415401+2959290 235.475030 29.991380 0.0591 0.7501 0.6837 0.0202 244 14 15.3144 0.0732
996618 DESIXJ12592588+4343172 194.857818 43.721444 0.0449 0.5413 0.3445 0.0421 78 2 16.5892 0.1335
996973 DESIXJ16001382+1750539 240.057600 17.848301 0.0069 0.7972 0.3895 0.0226 38 1 16.2202 0.0585
997361 DESIXJ12250348+1314408 186.264514 13.244678 0.0032 0.9113 0.6832 0.0024 115 23 15.2597 0.0309
998212 DESIXJ09332890+1143455 143.370402 11.729314 0.0433 0.6251 0.4685 0.0144 160 4 15.4337 0.1068
998790 DESIXJ16313584+1338137 247.899330 13.637131 0.0260 0.5912 0.4006 0.0332 30 12 14.6571 0.1156
1001008 DESIXJ12334722+5644302 188.446743 56.741727 0.0539 0.8316 1.1812 0.0256 190 1 15.4931 0.0532
1004120 DESIXJ10355469+6251569 158.977859 62.865795 0.0958 0.6391 0.5577 0.0192 185 6 16.2721 0.1015
1004585 DESIXJ11173557+3623361 169.398207 36.393355 0.0384 0.7871 0.3697 0.0170 74 5 16.0336 0.0691
1006020 DESIXJ16323407+3946402 248.141945 39.777820 0.0293 0.8431 0.7458 0.0050 35 18 16.0394 0.0486
1006057 DESIXJ16133435+1838477 243.393120 18.646576 0.0786 0.5625 0.8035 0.0186 296 2 16.0741 0.1214
1006519 DESIXJ10184183+0649181 154.674298 6.821690 0.1003 0.4111 0.8606 0.0567 336 6 15.8620 0.1683
1006590 DESIXJ14151208+1428019 213.800327 14.467188 0.1292 0.8069 0.9726 0.0137 860 18 15.8261 0.0578
1006661 DESIXJ15575414+1827375 239.475576 18.460404 0.0309 0.4615 0.4051 0.0376 88 1 16.5202 0.1504
1006971 DESIXJ13203067+5648087 200.127784 56.802415 0.0810 0.7157 0.5446 0.0211 203 2 15.8693 0.0839
1007344 DESIXJ23351952+0111291 353.831328 1.191407 0.0196 0.4153 0.1534 0.0346 18 2 17.6046 0.1628
1007415 DESIXJ07395511+3902286 114.979641 39.041286 0.0106 0.6271 0.3682 0.0072 61 2 16.3247 0.1051
1007578 DESIXJ15220955+4823319 230.539777 48.392194 0.0381 0.3269 0.3211 0.0468 59 1 15.6654 0.1875
1009427 DESIXJ11540876+1044094 178.536495 10.735940 0.0433 0.3326 0.6847 0.0663 17 24 16.5772 0.1896
1009790 DESIXJ13130364+1225144 198.265151 12.420676 0.0258 0.5664 0.4403 0.0256 95 6 16.5093 0.1240
1009803 DESIXJ09065378+1734012 136.724096 17.567011 0.0662 0.7325 0.4467 0.0268 52 6 16.6664 0.0760
1013042 DESIXJ13321036+6246041 203.043187 62.767811 0.0095 0.6517 0.7716 0.0046 191 7 11.6899 0.1109
1013381 DESIXJ00535353-0032494 13.473026 -0.547054 0.1434 0.5305 0.9602 0.0269 338 35 16.5068 0.1296
1014000 DESIXJ12014365+0945129 180.431867 9.753589 0.0407 0.8349 0.2733 0.0217 40 3 17.2553 0.0557
1014873 DESIXJ16000125+1418417 240.005195 14.311591 0.0942 0.8763 0.6164 0.0136 333 2 15.6916 0.0398
1018914 DESIXJ15201288+2829158 230.053669 28.487709 0.0756 0.3400 0.2789 0.0612 117 1 16.3697 0.1872
1019596 DESIXJ15481613+5241168 237.067226 52.687993 0.0420 0.8678 0.3853 0.0061 92 3 16.0661 0.0416
1021065 DESIXJ12422508+6331519 190.604485 63.531093 0.0366 0.6749 0.2641 0.0138 47 4 17.0981 0.0934
1021448 DESIXJ15110088+5233292 227.753683 52.558103 0.0119 0.5894 0.4170 0.0108 33 20 15.0655 0.1158
1023493 DESIXJ14252573+1800210 216.357189 18.005835 0.0286 0.8803 0.4321 0.0188 13 14 15.2055 0.0460
1029011 DESIXJ23405979-0144588 355.249118 -1.749668 0.0307 0.2776 0.4092 0.0115 51 2 15.8672 0.1982
1030257 DESIXJ18185172+6818131 274.715483 68.303643 0.0057 0.6108 0.3364 0.0198 20 13 16.5995 0.1121
1030321 DESIXJ02014436+0638302 30.434837 6.641710 0.0189 0.6670 0.6058 0.0091 88 3 14.7783 0.1000
1030699 DESIXJ13425265+1457567 205.719379 14.965760 0.0735 0.6337 0.8574 0.0383 260 14 16.1466 0.1066
1031049 DESIXJ00204118+2235329 5.171583 22.592474 0.0245 0.3386 0.5150 0.0130 136 3 13.6478 0.1842
1032318 DESIXJ01370277-1136247 24.261547 -11.606870 0.0639 0.4922 0.3394 0.0309 55 2 17.1177 0.1403
1033957 DESIXJ01361754+0334429 24.073068 3.578583 0.0582 0.3615 0.9535 0.0416 326 10 15.3138 0.1792
1036505 DESIXJ11042458+7106585 166.102417 71.116240 0.0407 0.2292 0.8966 0.0406 184 4 16.1961 0.2226
1037833 DESIXJ14392446+1005520 219.851916 10.097769 0.0349 0.7342 0.6300 0.0233 173 2 15.9553 0.0765
1038970 DESIXJ01411612+0455035 25.317171 4.917650 0.0318 0.8613 0.3523 0.0131 24 0 15.7658 0.0390
1039937 DESIXJ13411892+1934456 205.328846 19.579347 0.0688 0.6835 0.6941 0.0567 23 20 15.6539 0.0955
1043195 DESIXJ12532119-0458393 193.338297 -4.977585 0.0047 0.6966 0.4240 0.0031 83 30 15.0654 0.0890
1046440 DESIXJ01202418+0549431 20.100762 5.828648 0.0072 0.6816 0.4162 0.0024 14 11 15.3142 0.0942
1047614 DESIXJ08390079+3643479 129.753292 36.729986 0.1338 0.8533 0.8239 0.0074 315 6 16.2203 0.0451
1052057 DESIXJ11451130+6142305 176.297073 61.708484 0.0355 0.4694 0.5564 0.0293 336 1 13.6704 0.1485
1053082 DESIXJ13585488+2934357 209.728646 29.576593 0.0770 0.7298 0.4415 0.0320 48 0 15.8464 0.0846
1053780 DESIXJ07265508+5553348 111.729488 55.893001 0.0028 0.8130 0.5188 0.0032 46 12 15.7370 0.0593
1056952 DESIXJ15515407+3706107 237.975280 37.102964 0.0398 0.4923 0.3575 0.0229 35 1 15.5284 0.1419
1058062 DESIXJ17143470+6742524 258.644576 67.714553 0.1008 0.3756 0.8524 0.0156 233 1 16.1060 0.1746
1058096 DESIXJ17273463+3217323 261.894293 32.292295 0.0150 0.9748 0.4158 0.0112 12 3 14.4804 0.0180
1058288 DESIXJ23060992+2521193 346.541331 25.355360 0.0330 0.8311 0.8246 0.0069 236 3 14.3480 0.0464

1063208 DESIXJ23210150-1117488 350.256257 -11.296892 0.0689 0.6934 0.3546 0.0175 61 2 17.0799 0.0846
1064190 DESIXJ10161980+7235431 154.082520 72.595296 0.0213 0.7843 0.4034 0.0113 48 1 16.2651 0.0655
1070280 DESIXJ14494482+5042392 222.436770 50.710879 0.0134 0.8938 0.7000 0.0063 87 6 14.7747 0.0506
1070381 DESIXJ15013873+1135597 225.411359 11.599926 0.0340 0.5635 0.4233 0.0439 69 0 16.5478 0.1242
1071257 DESIXJ08200205+3148297 125.008546 31.808244 0.1370 0.4639 0.5317 0.0215 379 0 16.6327 0.1473
1073844 DESIXJ13295268+4711434 202.469498 47.195376 0.0016 0.8607 0.6702 0.0006 175 0 8.3726 0.0474
1076385 DESIXJ14125585-0605028 213.232716 -6.084117 0.0761 0.4809 0.4828 0.0496 111 4 16.6645 0.1477
1076749 DESIXJ15025321+1655081 225.721725 16.918919 0.0209 0.7452 0.4595 0.0383 61 26 12.1037 0.0752
1078396 DESIXJ07522405+4359516 118.100203 43.997654 0.0663 0.5532 0.6370 0.0373 121 2 16.5853 0.1284
1078678 DESIXJ01331649-0335508 23.318701 -3.597453 0.0469 0.4260 0.8952 0.0489 137 4 15.6980 0.1639
1079063 DESIXJ22394960-0823250 339.956650 -8.390272 0.0093 0.5212 0.4582 0.0065 64 3 14.6686 0.1340
1079878 DESIXJ16173484+4252570 244.395178 42.882491 0.0608 0.7294 0.4207 0.0214 80 6 16.3329 0.0823
1080460 DESIXJ09533086+6434165 148.378586 64.571251 0.0571 0.7222 0.4708 0.0155 34 8 16.6610 0.0895
1080511 DESIXJ17135069+3122131 258.461193 31.370315 0.0850 0.7045 0.4243 0.0188 128 1 16.3921 0.0828
1082341 DESIXJ11491118+2946552 177.296571 29.782001 0.0707 0.4312 0.2926 0.0368 88 0 15.2255 0.1576
1082813 DESIXJ11012911+1203370 165.371300 12.060283 0.0781 0.8906 0.7943 0.0075 228 3 16.5279 0.0303
1083301 DESIXJ10541838+0539437 163.576584 5.662134 0.0549 0.7332 0.8812 0.0349 33 18 16.2745 0.0804
1085744 DESIXJ12254167+3228252 186.423635 32.473662 0.0306 0.3642 0.3565 0.0311 92 1 15.6143 0.1762
1086345 DESIXJ10483532+2647275 162.147170 26.790986 0.0217 0.7845 0.3559 0.0095 49 2 16.3247 0.0593
1086495 DESIXJ11511789+0648177 177.824525 6.804918 0.0725 0.6405 0.4519 0.0129 91 1 16.8989 0.1066
1086935 DESIXJ12595457+6008237 194.977392 60.139904 0.0698 0.7237 0.4752 0.0179 146 1 16.4769 0.0901
1087281 DESIXJ11304811+0556324 172.700452 5.942329 0.0350 0.4498 0.3350 0.0146 58 1 17.2826 0.1515
1087345 DESIXJ16034430+1604291 240.934581 16.074740 0.0319 0.5045 0.7786 0.0091 200 24 15.7192 0.1367
1087677 DESIXJ02511471-0019456 42.811285 -0.329343 0.0669 0.4455 0.8877 0.0380 276 6 15.0377 0.1571
1087801 DESIXJ13593447+2219150 209.893625 22.320846 0.0608 0.8073 0.4224 0.0113 56 6 15.8764 0.0627
1088801 DESIXJ11452312+0956344 176.346329 9.942882 0.0948 0.4206 0.9801 0.0773 435 18 16.1442 0.1705
1089031 DESIXJ13560446+3818149 209.018582 38.304141 0.0187 0.6217 0.3119 0.0539 180 4 13.4147 0.1065
1089391 DESIXJ13080248+0957230 197.010352 9.956391 0.0105 0.7799 0.3729 0.0163 31 2 15.5523 0.0673
1090414 DESIXJ11474716+1151149 176.946503 11.854145 0.0268 0.5013 0.3314 0.0380 31 7 15.8117 0.1400
1092709 DESIXJ12251449+1150584 186.310367 11.849551 0.0081 0.4938 0.6554 0.0038 64 18 13.8936 0.1431
1094142 DESIXJ10092751+0001544 152.364632 0.031785 0.0628 0.7657 0.4530 0.0276 118 15 15.9555 0.0731
1094160 DESIXJ12040440+0448477 181.018320 4.813261 0.0075 0.3071 0.3763 0.0145 43 3 15.7112 0.1895

1096545 DESIXJ11570632+6334254 179.276353 63.573725 0.1253 0.5110 0.8802 0.0349 131 16 16.4841 0.1400
1097276 DESIXJ11035597+5852302 165.983214 58.875056 0.0219 0.7297 0.4123 0.0113 76 3 16.8022 0.0785
1097278 DESIXJ23051775+0023118 346.323951 0.386611 0.0542 0.8582 0.4460 0.0139 12 3 16.3113 0.0495
1097547 DESIXJ11133548+1239203 168.397838 12.655650 0.1677 0.3842 0.8741 0.0555 301 9 16.7879 0.1734
1097556 DESIXJ16111360+2619446 242.806678 26.329063 0.0393 0.7906 0.3883 0.0140 85 1 16.8953 0.0599
1102145 DESIXJ13550174+4435093 208.757248 44.585907 0.0433 0.8127 0.5189 0.0102 175 1 14.7697 0.0553
1102269 DESIXJ23281230-0103436 352.051255 -1.062111 0.0087 0.6194 0.2457 0.0190 10 1 17.2793 0.1064
1102835 DESIXJ01461192-0827450 26.549662 -8.462497 0.0965 0.8765 0.6338 0.0162 433 2 16.2852 0.0357
1102882 DESIXJ12473182+3344347 191.882590 33.742980 0.1583 0.4084 0.8103 0.0605 283 17 17.1050 0.1697
1103724 DESIXJ12372339+1701425 189.347450 17.028460 0.1179 0.7600 0.6287 0.0275 138 7 15.9826 0.0970
1104525 DESIXJ08033433+5518439 120.893059 55.312206 0.0312 0.7180 0.4403 0.0194 26 1 16.3646 0.0808
1104590 DESIXJ11304835+5955177 172.701471 59.921576 0.0471 0.3158 1.0176 0.0434 170 2 15.6319 0.1905
1104682 DESIXJ08224864+1424379 125.702660 14.410521 0.0581 0.5726 0.5178 0.0417 125 1 16.2446 0.1240
1104741 DESIXJ09382648+0828240 144.610346 8.473325 0.1080 0.5784 0.8135 0.0453 352 17 15.8690 0.1214
1104839 DESIXJ15241284+1141368 231.053517 11.693551 0.0095 0.7361 0.2401 0.0120 44 1 15.4857 0.0742
1107444 DESIXJ11003727+1026138 165.155299 10.437161 0.0361 0.7175 0.9220 0.0087 231 12 13.7525 0.0813
1108195 DESIXJ15044007+1609019 226.166968 16.150522 0.0520 0.7935 0.6520 0.0064 180 2 14.7174 0.0601
1108205 DESIXJ23092293+0100036 347.345549 1.001013 0.0154 0.6496 0.4329 0.0188 32 1 15.4675 0.0981
1108614 DESIXJ11432624+3606468 175.859347 36.113009 0.0212 0.5302 0.4049 0.0234 106 1 14.8043 0.1337
1112330 DESIXJ01160537+1354269 19.022383 13.907483 0.0468 0.8028 0.4173 0.0115 61 2 15.9496 0.0580
1112355 DESIXJ08355447+1439452 128.976959 14.662564 0.0622 0.6623 0.4483 0.0167 74 5 17.3809 0.0949
1112527 DESIXJ09354974+1732181 143.957258 17.538351 0.0285 0.6141 0.3529 0.0202 47 1 17.4068 0.1105
1115056 DESIXJ11442053+5426274 176.085554 54.440935 0.0509 0.7033 0.3332 0.0300 127 2 16.2518 0.0880
1115528 DESIXJ09153560+6514175 138.898343 65.238196 0.0383 0.9691 0.5842 0.0132 46 2 16.1418 0.0238
1115835 DESIXJ14040441+3503538 211.018382 35.064952 0.0131 0.8650 0.6966 0.0056 115 12 15.5669 0.0421
1116648 DESIXJ15280711+0753555 232.029622 7.898752 0.0774 0.4444 0.9081 0.0434 141 26 15.3714 0.1582
1117263 DESIXJ12232003+1549132 185.833452 15.820321 0.0017 0.7945 0.6558 0.0020 62 7 13.2027 0.0644
1117552 DESIXJ12264048+0826085 186.668687 8.435701 0.0030 0.8750 0.7147 0.0016 61 21 12.4310 0.0478
1121217 DESIXJ16245177+0618597 246.215727 6.316583 0.0519 0.6139 0.4735 0.0247 12 0 15.5111 0.1072
1123933 DESIXJ15345036+3614486 233.709816 36.246842 0.0884 0.5005 0.8745 0.0340 211 6 16.2008 0.1408
1125230 DESIXJ07145584+5703256 108.732672 57.057117 0.0374 0.8463 0.8448 0.0203 59 2 15.0222 0.0544
1125959 DESIXJ03074819-0417343 46.950791 -4.292848 0.0302 0.3608 0.5528 0.0186 144 0 14.9333 0.1764
1126447 DESIXJ07543223+1648348 118.634272 16.809661 0.0459 0.5373 0.6673 0.0176 302 4 13.8178 0.1286
1127679 DESIXJ17465096+2448292 266.712328 24.808119 0.0107 0.5419 0.4195 0.0112 41 8 15.6086 0.1268
1130298 DESIXJ12094265+2002503 182.427695 20.047303 0.0083 0.7117 0.3930 0.0041 28 9 15.7299 0.0877
1132816 DESIXJ22555626+0941489 343.984433 9.696926 0.0164 0.5821 0.4827 0.0188 21 0 16.4750 0.1147
1134689 DESIXJ07081506+4700321 107.062738 47.008913 0.0654 0.3594 0.6878 0.0228 42 27 14.5226 0.1782
1135200 DESIXJ02293065-0411175 37.377705 -4.188198 0.0242 0.5959 0.3256 0.0223 40 1 16.9427 0.1151
1137230 DESIXJ03095331-0521245 47.472135 -5.356808 0.0294 0.6952 0.4523 0.0180 42 4 16.0224 0.0883
1139567 DESIXJ00310240-0304579 7.759999 -3.082760 0.0404 0.4043 0.3117 0.0199 70 9 17.9135 0.1665
1139580 DESIXJ01262345+0616377 21.597724 6.277136 0.0073 0.8025 0.3632 0.0029 80 23 14.0996 0.0607
1140485 DESIXJ16415768+5148064 250.490348 51.801771 0.0285 0.4286 0.3406 0.0305 115 1 15.2693 0.1593
1140798 DESIXJ01550054+1051185 28.752233 10.855127 0.0207 0.5743 0.5402 0.0157 77 2 15.6111 0.1205
1141375 DESIXJ02382542+0158074 39.605909 1.968715 0.0204 0.5806 0.8277 0.0112 37 15 14.0881 0.1186
1143970 DESIXJ09312493+0420354 142.853856 4.343173 0.0180 0.3218 0.4308 0.0256 35 6 17.1011 0.1897
1144646 DESIXJ09001231+1734581 135.051304 17.582804 0.0128 0.6239 0.3426 0.0072 37 8 15.6718 0.1028
1147081 DESIXJ12191758+0552332 184.823237 5.875898 0.0103 0.7786 0.7109 0.0042 215 15 15.0392 0.0605
1147358 DESIXJ07134423+4113041 108.434284 41.217807 0.0686 0.4468 0.2848 0.0356 56 15 14.9230 0.1552
1147836 DESIXJ22570793-0227079 344.283038 -2.452201 0.0101 0.5494 0.3520 0.0038 269 24 15.9360 0.1263
1150802 DESIXJ15235998+0830347 230.999897 8.509634 0.0306 0.7656 0.7028 0.0174 80 21 15.5215 0.0653
1150890 DESIXJ07532745+5643368 118.364380 56.726886 0.0496 0.9351 0.5445 0.0135 105 1 15.8389 0.0332
1153650 DESIXJ13125543+6538074 198.230979 65.635398 0.0053 0.6292 0.1442 0.0237 11 1 16.9224 0.1044
1161247 DESIXJ16322041+4023341 248.085023 40.392807 0.0795 0.2226 0.7987 0.0436 169 5 15.8991 0.2171
1163192 DESIXJ11444776+1946238 176.199016 19.773289 0.0282 0.8030 0.4220 0.0172 44 0 15.1030 0.0987
1163726 DESIXJ01481105-0807140 27.046035 -8.120567 0.0480 0.8027 0.3809 0.0248 14 3 16.5538 0.0569

1167475 DESIXJ13493512+3515110 207.396353 35.253065 0.0172 0.8697 0.4347 0.0065 71 2 14.9213 0.0425
1171175 DESIXJ08433772+4715089 130.907146 47.252483 0.0691 0.8180 0.4560 0.0173 122 1 16.3819 0.0576
1171292 DESIXJ14041286+0831020 211.053590 8.517211 0.0161 0.5503 0.6366 0.0307 242 11 15.5733 0.1257

1173952 DESIXJ08520804+1936409 133.033486 19.611353 0.0832 0.3106 0.4054 0.0690 114 2 16.8661 0.1962
1174214 DESIXJ00395413+0845459 9.975556 8.762737 0.0582 0.6274 0.8216 0.0360 128 14 15.9130 0.1091
1175325 DESIXJ11515369+5305597 177.973722 53.099930 0.0038 0.9079 0.4454 0.0103 16 5 15.9350 0.0408
1176423 DESIXJ01235599+0108319 20.983274 1.142200 0.0565 0.8030 0.5979 0.0273 164 8 16.1238 0.0600
1180156 DESIXJ21293409+1024466 322.392062 10.412948 0.0513 0.9308 0.4199 0.0099 38 3 16.7527 0.0241
1180431 DESIXJ01470576+1353495 26.774010 13.897077 0.0438 0.4171 0.5626 0.0335 128 1 15.5480 0.1609
1181655 DESIXJ21305606+1102296 322.733599 11.041550 0.0879 0.2335 0.5032 0.0376 195 2 16.3633 0.2114
1181894 DESIXJ11455716+0444509 176.488165 4.747476 0.0209 0.7138 0.2141 0.0186 19 2 17.2267 0.0808
1182171 DESIXJ09561044+2658553 149.043482 26.982035 0.0192 0.9135 0.3848 0.0072 45 1 15.7206 0.0241
1184427 DESIXJ08545791+2903227 133.741303 29.056305 0.0832 0.8762 0.9575 0.0324 329 18 16.2755 0.0493
1184795 DESIXJ13241753+1405082 201.073028 14.085609 0.0227 0.6386 0.7211 0.0080 65 21 16.4761 0.1027
1184851 DESIXJ09124907+0622534 138.204471 6.381489 0.0907 0.2740 1.0976 0.0441 243 21 15.6105 0.2015
1184962 DESIXJ09582036+1604130 149.584816 16.070270 0.0843 0.5526 0.9012 0.0175 368 17 15.6144 0.1244
1186502 DESIXJ13132706+1123474 198.362734 11.396512 0.0658 0.5713 0.3756 0.0317 83 3 16.7148 0.1193
1187402 DESIXJ12420268+1538112 190.511183 15.636449 0.0013 0.7797 0.6713 0.0050 61 13 14.7802 0.0679
1187750 DESIXJ13580030+1137064 209.501243 11.618436 0.0377 0.7338 0.4215 0.0276 52 7 16.9557 0.0773
1190869 DESIXJ10080566+0737371 152.023565 7.626985 0.0685 0.8015 0.3521 0.0211 41 2 17.4283 0.0607
1191035 DESIXJ11351370+5822433 173.807089 58.378681 0.0523 0.4326 0.3285 0.0374 76 2 16.9850 0.1587
1192900 DESIXJ07453091+4639567 116.378789 46.665750 0.0323 0.7845 0.5454 0.0165 49 7 16.2677 0.0827
1192921 DESIXJ12441123+4140057 191.046781 41.668250 0.0170 0.7532 0.4116 0.0050 33 9 16.4015 0.0848
1196438 DESIXJ11153667+0950221 168.902774 9.839459 0.0658 0.5229 0.3460 0.0398 128 1 16.5370 0.1368
1197800 DESIXJ08421612+3812003 130.567159 38.200086 0.1201 0.8449 0.6113 0.0128 385 3 16.3233 0.0479
1197867 DESIXJ11461024+0414156 176.542670 4.237667 0.0757 0.3649 0.8416 0.0340 157 3 16.7732 0.1761
1198155 DESIXJ09023011+2029496 135.625478 20.497100 0.0802 0.3861 0.8190 0.0219 205 9 15.8127 0.1699
1198648 DESIXJ16305963+1615050 247.748461 16.251382 0.0340 0.8496 0.4169 0.0140 109 2 17.0991 0.0443
1199940 DESIXJ13394456+3647590 204.935687 36.799726 0.0193 0.8109 0.2897 0.0067 15 10 17.2836 0.0606
1201561 DESIXJ22355767+0054490 338.990279 0.913622 0.0587 0.8737 0.4960 0.0055 157 0 15.7892 0.0404
1202456 DESIXJ11460405+1134528 176.516885 11.581324 0.0099 0.5757 0.5013 0.0196 62 8 14.4802 0.1204
1206651 DESIXJ11092926+0854058 167.371899 8.901617 0.1545 0.4927 0.7749 0.0534 234 13 16.4911 0.1441
1207090 DESIXJ14465519+1009596 221.729964 10.166549 0.0505 0.8576 0.3361 0.0153 50 1 17.1265 0.0426
1207431 DESIXJ11593227+0606280 179.884456 6.107787 0.0211 0.5790 0.4161 0.0192 34 4 17.3024 0.1170
1213496 DESIXJ04272362-1217338 66.848429 -12.292727 0.0306 0.4258 0.3023 0.0330 59 2 16.6469 0.1593
1214744 DESIXJ22102242+2443398 332.593434 24.727722 0.0407 0.9108 0.5740 0.0167 177 0 15.4024 0.0298
1218660 DESIXJ09320455+1209135 143.018940 12.153742 0.0709 0.6471 0.8267 0.0417 719 20 15.6493 0.1033
1220368 DESIXJ01005877+0156268 15.244857 1.940775 0.0429 0.4016 0.3191 0.0122 67 3 16.4069 0.1655
1222052 DESIXJ01034506-0857438 15.937738 -8.962161 0.0370 0.8359 0.8125 0.0141 24 2 14.5886 0.0459
1224003 DESIXJ14244384+5351501 216.182674 53.863916 0.0407 0.6252 0.6387 0.0210 61 22 15.7188 0.1071
1224435 DESIXJ11524106+0537573 178.171081 5.632583 0.0796 0.7409 0.5434 0.0224 181 3 16.8743 0.0744
1225179 DESIXJ17152890+4119336 258.870397 41.326014 0.0396 0.8885 0.6265 0.0085 128 2 15.6088 0.0382
1225900 DESIXJ04042275-0404034 61.094772 -4.067618 0.0675 0.6225 0.5452 0.0259 170 1 15.5956 0.1075
1228943 DESIXJ09043908+1827513 136.162817 18.464243 0.0114 0.5854 0.4911 0.0083 76 9 12.8158 0.1172
1229724 DESIXJ03313095-1541290 52.878940 -15.691387 0.0312 0.5991 0.4819 0.0131 96 0 15.1269 0.1118
1231240 DESIXJ08204529+1921440 125.188692 19.362218 0.0191 0.4876 0.7857 0.0167 59 10 14.6028 0.1411
1233287 DESIXJ11213499-0429494 170.395797 -4.497064 0.0826 0.4093 1.0381 0.0473 320 18 16.0112 0.1680
1233649 DESIXJ11382814+6833088 174.617271 68.552437 0.0404 0.5361 0.3950 0.0131 98 3 15.1031 0.1305
1236395 DESIXJ22392986+2713503 339.874407 27.230651 0.1151 0.8735 0.7068 0.0086 212 12 16.3673 0.0399
1239175 DESIXJ22225099-0328207 335.712465 -3.472411 0.0632 0.5655 0.3525 0.0166 96 1 16.4928 0.1205
1239452 DESIXJ16040358+3018154 241.014928 30.304291 0.0301 0.6202 0.2853 0.0365 58 2 16.3466 0.1077
1241761 DESIXJ09173943-0622179 139.414310 -6.371637 0.0117 0.7181 0.4545 0.0126 61 3 15.6842 0.0793
1243076 DESIXJ23205103+0808141 350.212613 8.137237 0.0122 0.7619 0.7813 0.0088 591 20 16.0227 0.0653
1243227 DESIXJ13060922-0804015 196.538411 -8.067086 0.0043 0.8626 0.6565 0.0022 111 40 14.7443 0.0441
