# SGA_ID DESI_NAME RA Dec z_desi V_0p4R26  V_0p4R26_err  V_PEC  V_ERR_PEC
1355561 DESIXJ07211668+4132136 110.319493 41.537101 0.0501 170 4 -2610 570
1356039 DESIXJ14464998-0011348 221.708267 -0.193003 0.0799 224 5 -1568 828
1357664 DESIXJ08134028+0625078 123.417851 6.418837 0.0972 152 4 17861 1233
1358457 DESIXJ14052242+0428187 211.343398 4.471858 0.0886 159 4 3376 1043
1359398 DESIXJ07571251+2244187 119.302121 22.738522 0.0824 109 2 12178 796
1361771 DESIXJ13302649-0239067 202.610367 -2.651874 0.0214 62 9 -2790 1197
1362286 DESIXJ07461632+2227325 116.567993 22.459033 0.0281 74 5 1911 794
1363883 DESIXJ14150362+3627257 213.765063 36.457141 0.0063 80 5 -1533 161
1364279 DESIXJ11102603-0016417 167.608448 -0.278259 0.0746 217 2 -2199 462
1364937 DESIXJ10490819-0103078 162.284128 -1.052162 0.0562 94 3 7697 872
1367628 DESIXJ15283017+0511094 232.125722 5.185938 0.0331 48 2 12714 771
1368035 DESIXJ14160603+0501275 214.025144 5.024309 0.0268 31 4 7664 1543
1370320 DESIXJ15073319+0451151 226.888293 4.854204 0.0355 28 2 19124 1177
1370688 DESIXJ16180249+1130445 244.510381 11.512352 0.0361 113 2 1019 317
1373047 DESIXJ14332142-0103044 218.339269 -1.051229 0.0298 26 4 9061 1862
1373433 DESIXJ12400434+6124512 190.018100 61.414215 0.0759 200 1 -1872 438
1374825 DESIXJ11481511+5536592 177.062967 55.616438 0.0498 285 2 -2225 381
1374826 DESIXJ14400177+3050425 220.007368 30.845136 0.1177 263 7 -9320 1369
1377898 DESIXJ13273890-0212485 201.912076 -2.213470 0.0383 81 2 6154 552
1378368 DESIXJ13454225+0441353 206.426044 4.693140 0.0305 26 3 9265 1596
1378546 DESIXJ10240714+0237235 156.029757 2.623188 0.0822 308 4 -7930 690
1378851 DESIXJ02570108-0029243 44.254516 -0.490072 0.0382 65 8 3438 1977
1380804 DESIXJ09340415+0023018 143.517289 0.383827 0.0234 59 8 43 1278
1380806 DESIXJ16485926+2955175 252.246931 29.921525 0.0319 100 7 -3749 870
1383774 DESIXJ14000108+0050351 210.004484 0.843082 0.0323 82 1 277 266
1385495 DESIXJ15214354+0437598 230.431421 4.633280 0.0773 299 1 -5807 391
1389530 DESIXJ10165575-0540061 154.232292 -5.668359 0.0536 157 2 -6700 435
1391269 DESIXJ21402460-0224269 325.102495 -2.407485 0.0520 125 8 13541 1382
1393329 DESIXJ07242595+4734248 111.108146 47.573563 0.0774 185 8 4233 1439
1398907 DESIXJ21492035-0236126 327.334797 -2.603488 0.0637 108 1 9422 401
1406217 DESIXJ10403533-0217027 160.147226 -2.284075 0.0378 84 2 4961 394
1407199 DESIXJ02080821+0139410 32.034196 1.661394 0.0960 296 14 -11388 1747
1408964 DESIXJ13201059+0026294 200.044123 0.441491 0.0775 40 1 42627 1074
1410003 DESIXJ11011245-0550453 165.301880 -5.845928 0.0235 112 2 -625 239
1414613 DESIXJ10094122-0343420 152.421765 -3.728333 0.0403 107 6 93 905
1415479 DESIXJ16381490+0419171 249.562093 4.321423 0.0518 170 5 -1624 638
1422092 DESIXJ22593229-0211037 344.884549 -2.184363 0.0323 126 3 -2371 394
1422819 DESIXJ22005580+0137082 330.232487 1.618944 0.1130 539 6 -17908 939
1426136 DESIXJ07455004+5233556 116.458512 52.565451 0.0682 17 1 59425 1667
1426680 DESIXJ12203035-0027031 185.126469 -0.450867 0.0066 285 14 -7274 142
1427956 DESIXJ14344213+0317498 218.675525 3.297159 0.0272 101 1 2076 167
1429453 DESIXJ22075882+0123387 331.995074 1.394081 0.0448 220 0 -4050 198
1433530 DESIXJ12561807+3439242 194.075293 34.656716 0.0024 19 3 -242 193
5001072 DESIXJ03320593-0143252 53.024714 -1.723673 0.1356 143 1 22426 735
5001073 DESIXJ12152106-0138403 183.837769 -1.644534 0.0398 98 3 -7340 511
5001729 DESIXJ08105894+1631276 122.745599 16.524328 0.1571 224 25 -429 6578
5003025 DESIXJ13045997+6914257 196.249856 69.240474 0.0544 46 3 13990 1651
