SGA_ID,Predicted_Type_spiral,Predicted_Type_elliptical,Predicted_Type_irregular,Predicted_Type_lenticular,Predicted_Type
218203.0,Other,Other,Irregular,Other,Irregular
218205.0,Other,Other,Irregular,Other,Irregular
218239.0,Other,Other,Irregular,Other,Irregular
218275.0,Other,Other,Irregular,Other,Irregular
218304.0,Spiral,Other,Other,Other,Spiral
218367.0,Other,Other,Irregular,Other,Irregular
218376.0,Spiral,Other,Other,Other,Spiral
218201.0,Other,Other,Irregular,Other,Irregular
218385.0,Spiral,Other,Other,Other,Spiral
217784.0,Other,Other,Irregular,Other,Irregular
218475.0,Other,Other,Irregular,Other,Irregular
217882.0,Other,Other,Irregular,Other,Irregular
217895.0,Spiral,Other,Other,Other,Spiral
218006.0,Spiral,Other,Other,Other,Spiral
218024.0,Other,Other,Irregular,Other,Irregular
218047.0,Spiral,Other,Other,Other,Spiral
218056.0,Spiral,Other,Other,Other,Spiral
218102.0,Other,Other,Irregular,Other,Irregular
218021.0,Spiral,Other,Other,Other,Spiral
217972.0,Spiral,Other,Other,Other,Spiral
218511.0,Spiral,Other,Other,Other,Spiral
219172.0,Spiral,Other,Other,Other,Spiral
219160.0,Spiral,Other,Other,Other,Spiral
219151.0,Spiral,Other,Other,Other,Spiral
219140.0,Spiral,Other,Other,Other,Spiral
219085.0,Spiral,Other,Other,Other,Spiral
219070.0,Other,Other,Irregular,Other,Irregular
219050.0,Spiral,Other,Other,Other,Spiral
218997.0,Spiral,Other,Other,Other,Spiral
218904.0,Other,Other,Irregular,Other,Irregular
218623.0,Spiral,Other,Other,Other,Spiral
218687.0,Other,Other,Irregular,Other,Irregular
218706.0,Spiral,Other,Other,Other,Spiral
218714.0,Spiral,Other,Other,Other,Spiral
218770.0,Spiral,Other,Other,Other,Spiral
218476.0,Spiral,Other,Other,Other,Spiral
218827.0,Spiral,Other,Other,Other,Spiral
218829.0,Spiral,Other,Other,Other,Spiral
218856.0,Spiral,Other,Other,Other,Spiral
218891.0,Spiral,Other,Other,Other,Spiral
218897.0,Spiral,Other,Other,Other,Spiral
218901.0,Other,Other,Irregular,Other,Irregular
218804.0,Spiral,Other,Other,Other,Spiral
216170.0,Other,Other,Irregular,Other,Irregular
216368.0,Spiral,Other,Other,Other,Spiral
216326.0,Spiral,Other,Other,Other,Spiral
216300.0,Spiral,Other,Other,Other,Spiral
216263.0,Spiral,Other,Other,Other,Spiral
216252.0,Spiral,Other,Other,Other,Spiral
216247.0,Spiral,Other,Other,Other,Spiral
216180.0,Other,Elliptical,Other,Other,Elliptical
216175.0,Spiral,Other,Other,Other,Spiral
216077.0,Spiral,Other,Other,Other,Spiral
216020.0,Other,Other,Irregular,Other,Irregular
215561.0,Spiral,Other,Other,Other,Spiral
215505.0,Spiral,Other,Other,Other,Spiral
215613.0,Spiral,Other,Other,Other,Spiral
215653.0,Spiral,Other,Other,Other,Spiral
215717.0,Spiral,Other,Other,Other,Spiral
215739.0,Spiral,Other,Other,Other,Spiral
215856.0,Spiral,Other,Other,Other,Spiral
215885.0,Spiral,Other,Other,Other,Spiral
215902.0,Spiral,Other,Other,Other,Spiral
215954.0,Spiral,Other,Other,Other,Spiral
216013.0,Spiral,Other,Other,Other,Spiral
215750.0,Spiral,Other,Other,Other,Spiral
217663.0,Spiral,Other,Other,Other,Spiral
216469.0,Spiral,Other,Other,Other,Spiral
216541.0,Spiral,Other,Other,Other,Spiral
217659.0,Spiral,Other,Other,Other,Spiral
217522.0,Spiral,Other,Other,Other,Spiral
217521.0,Spiral,Other,Other,Other,Spiral
217497.0,Spiral,Other,Other,Other,Spiral
217390.0,Other,Other,Irregular,Other,Irregular
217276.0,Spiral,Other,Other,Other,Spiral
217217.0,Spiral,Other,Other,Other,Spiral
217082.0,Spiral,Other,Other,Other,Spiral
217002.0,Spiral,Other,Other,Other,Spiral
216999.0,Spiral,Other,Other,Other,Spiral
216950.0,Spiral,Other,Other,Other,Spiral
216939.0,Spiral,Other,Other,Other,Spiral
216899.0,Spiral,Other,Other,Other,Spiral
216568.0,Spiral,Other,Other,Other,Spiral
216621.0,Spiral,Other,Other,Other,Spiral
216632.0,Spiral,Other,Other,Other,Spiral
216641.0,Other,Other,Irregular,Other,Irregular
216663.0,Spiral,Other,Other,Other,Spiral
216752.0,Spiral,Other,Other,Other,Spiral
216806.0,Spiral,Other,Other,Other,Spiral
216822.0,Other,Other,Irregular,Other,Irregular
216856.0,Spiral,Other,Other,Other,Spiral
216859.0,Spiral,Other,Other,Other,Spiral
216891.0,Other,Other,Irregular,Other,Irregular
216794.0,Spiral,Other,Other,Other,Spiral
219287.0,Other,Other,Irregular,Other,Irregular
223700.0,Spiral,Other,Other,Other,Spiral
219296.0,Spiral,Other,Other,Other,Spiral
223576.0,Spiral,Other,Other,Other,Spiral
223489.0,Other,Other,Irregular,Other,Irregular
223466.0,Spiral,Other,Other,Other,Spiral
223360.0,Spiral,Other,Other,Other,Spiral
223323.0,Spiral,Other,Other,Other,Spiral
223129.0,Spiral,Other,Other,Other,Spiral
223087.0,Spiral,Other,Other,Other,Spiral
223085.0,Spiral,Other,Other,Other,Spiral
222964.0,Other,Other,Irregular,Other,Irregular
222858.0,Spiral,Other,Other,Other,Spiral
222807.0,Other,Other,Irregular,Other,Irregular
222667.0,Spiral,Other,Other,Other,Spiral
221638.0,Spiral,Other,Other,Other,Spiral
221718.0,Other,Other,Irregular,Other,Irregular
222057.0,Spiral,Other,Other,Other,Spiral
222098.0,Other,Other,Irregular,Other,Irregular
223617.0,Spiral,Other,Other,Other,Spiral
222168.0,Spiral,Other,Other,Other,Spiral
222261.0,Other,Other,Irregular,Other,Irregular
222274.0,Spiral,Other,Other,Other,Spiral
222365.0,Other,Other,Irregular,Other,Irregular
222596.0,Spiral,Other,Other,Other,Spiral
222663.0,Spiral,Other,Other,Other,Spiral
221587.0,Spiral,Other,Other,Other,Spiral
225600.0,Spiral,Other,Other,Other,Spiral
225466.0,Spiral,Other,Other,Other,Spiral
225344.0,Other,Other,Irregular,Other,Irregular
225290.0,Spiral,Other,Other,Other,Spiral
225285.0,Spiral,Other,Other,Other,Spiral
225280.0,Spiral,Other,Other,Other,Spiral
225092.0,Spiral,Other,Other,Other,Spiral
225071.0,Spiral,Other,Other,Other,Spiral
225034.0,Other,Other,Irregular,Other,Irregular
224940.0,Other,Other,Irregular,Other,Irregular
224922.0,Other,Other,Irregular,Other,Irregular
224278.0,Spiral,Other,Other,Other,Spiral
224412.0,Spiral,Other,Other,Other,Spiral
223860.0,Spiral,Other,Other,Other,Spiral
224422.0,Other,Other,Irregular,Other,Irregular
224749.0,Other,Other,Irregular,Other,Irregular
224771.0,Spiral,Other,Other,Other,Spiral
224895.0,Spiral,Other,Other,Other,Spiral
224904.0,Spiral,Other,Other,Other,Spiral
224458.0,Spiral,Other,Other,Other,Spiral
219293.0,Spiral,Other,Other,Other,Spiral
221569.0,Spiral,Other,Other,Other,Spiral
221407.0,Spiral,Other,Other,Other,Spiral
220231.0,Other,Other,Irregular,Other,Irregular
220209.0,Spiral,Other,Other,Other,Spiral
220177.0,Spiral,Other,Other,Other,Spiral
220141.0,Spiral,Other,Other,Other,Spiral
220050.0,Other,Other,Irregular,Other,Irregular
220038.0,Other,Elliptical,Other,Other,Elliptical
220016.0,Spiral,Other,Other,Other,Spiral
220008.0,Spiral,Other,Other,Other,Spiral
219981.0,Spiral,Other,Other,Other,Spiral
219980.0,Spiral,Other,Other,Other,Spiral
219928.0,Spiral,Other,Other,Other,Spiral
219881.0,Spiral,Other,Other,Other,Spiral
219858.0,Spiral,Other,Other,Other,Spiral
219824.0,Spiral,Other,Other,Other,Spiral
219361.0,Spiral,Other,Other,Other,Spiral
219416.0,Spiral,Other,Other,Other,Spiral
219417.0,Spiral,Other,Other,Other,Spiral
219420.0,Spiral,Other,Other,Other,Spiral
219465.0,Other,Other,Irregular,Other,Irregular
220261.0,Spiral,Other,Other,Other,Spiral
219570.0,Spiral,Other,Other,Other,Spiral
219755.0,Other,Other,Irregular,Other,Irregular
219791.0,Spiral,Other,Other,Other,Spiral
220321.0,Other,Other,Irregular,Other,Irregular
221364.0,Spiral,Other,Other,Other,Spiral
221207.0,Other,Other,Irregular,Other,Irregular
221184.0,Spiral,Other,Other,Other,Spiral
221181.0,Other,Other,Irregular,Other,Irregular
221142.0,Other,Other,Irregular,Other,Irregular
221107.0,Spiral,Other,Other,Other,Spiral
221087.0,Spiral,Other,Other,Other,Spiral
220999.0,Spiral,Other,Other,Other,Spiral
220960.0,Other,Other,Irregular,Other,Irregular
220826.0,Other,Other,Irregular,Other,Irregular
220821.0,Spiral,Other,Other,Other,Spiral
220803.0,Spiral,Other,Other,Other,Spiral
220781.0,Other,Other,Irregular,Other,Irregular
220335.0,Spiral,Other,Other,Other,Spiral
220397.0,Spiral,Other,Other,Other,Spiral
220319.0,Other,Other,Irregular,Other,Irregular
220474.0,Spiral,Other,Other,Other,Spiral
220627.0,Spiral,Other,Other,Other,Spiral
220639.0,Spiral,Other,Other,Other,Spiral
220641.0,Other,Other,Irregular,Other,Irregular
220751.0,Spiral,Other,Other,Other,Spiral
220485.0,Spiral,Other,Other,Other,Spiral
215468.0,Spiral,Other,Other,Other,Spiral
209427.0,Spiral,Other,Other,Other,Spiral
215426.0,Spiral,Other,Other,Other,Spiral
210215.0,Other,Other,Irregular,Other,Irregular
210180.0,Spiral,Other,Other,Other,Spiral
210146.0,Spiral,Other,Other,Other,Spiral
210145.0,Spiral,Other,Other,Other,Spiral
210136.0,Other,Other,Irregular,Other,Irregular
210134.0,Spiral,Other,Other,Other,Spiral
210124.0,Spiral,Other,Other,Other,Spiral
210089.0,Other,Other,Irregular,Other,Irregular
210078.0,Spiral,Other,Other,Other,Spiral
210034.0,Other,Other,Irregular,Other,Irregular
210027.0,Other,Other,Irregular,Other,Irregular
209984.0,Spiral,Other,Other,Other,Spiral
209952.0,Other,Other,Irregular,Other,Irregular
209941.0,Spiral,Other,Other,Other,Spiral
209925.0,Other,Other,Irregular,Other,Irregular
209845.0,Other,Other,Irregular,Other,Irregular
209843.0,Spiral,Other,Other,Other,Spiral
209741.0,Other,Other,Irregular,Other,Irregular
209737.0,Spiral,Other,Other,Other,Spiral
209568.0,Spiral,Other,Other,Other,Spiral
209550.0,Spiral,Other,Other,Other,Spiral
209958.0,Spiral,Other,Other,Other,Spiral
210294.0,Other,Other,Irregular,Other,Irregular
210349.0,Spiral,Other,Other,Other,Spiral
211230.0,Other,Other,Irregular,Other,Irregular
211214.0,Spiral,Other,Other,Other,Spiral
211204.0,Other,Other,Irregular,Other,Irregular
211184.0,Spiral,Other,Other,Other,Spiral
211169.0,Spiral,Other,Other,Other,Spiral
211160.0,Spiral,Other,Other,Other,Spiral
211145.0,Spiral,Other,Other,Other,Spiral
211092.0,Spiral,Other,Other,Other,Spiral
211078.0,Other,Other,Irregular,Other,Irregular
211074.0,Spiral,Other,Other,Other,Spiral
211068.0,Other,Other,Irregular,Other,Irregular
211043.0,Other,Other,Irregular,Other,Irregular
211040.0,Spiral,Other,Other,Other,Spiral
211019.0,Spiral,Other,Other,Other,Spiral
211007.0,Spiral,Other,Other,Other,Spiral
210467.0,Spiral,Other,Other,Other,Spiral
210537.0,Other,Other,Irregular,Other,Irregular
210546.0,Spiral,Other,Other,Other,Spiral
209549.0,Spiral,Other,Other,Other,Spiral
210654.0,Spiral,Other,Other,Other,Spiral
210655.0,Other,Other,Irregular,Other,Irregular
210759.0,Spiral,Other,Other,Other,Spiral
210793.0,Spiral,Other,Other,Other,Spiral
210910.0,Other,Other,Irregular,Other,Irregular
209482.0,Spiral,Other,Other,Other,Spiral
209471.0,Spiral,Other,Other,Other,Spiral
209459.0,Other,Other,Irregular,Other,Irregular
208384.0,Spiral,Other,Other,Other,Spiral
208375.0,Spiral,Other,Other,Other,Spiral
208361.0,Spiral,Other,Other,Other,Spiral
208357.0,Spiral,Other,Other,Other,Spiral
208330.0,Spiral,Other,Other,Other,Spiral
208239.0,Other,Other,Irregular,Other,Irregular
208187.0,Spiral,Other,Other,Other,Spiral
208136.0,Spiral,Other,Other,Other,Spiral
208129.0,Spiral,Other,Other,Other,Spiral
208121.0,Spiral,Other,Other,Other,Spiral
208113.0,Other,Other,Irregular,Other,Irregular
207734.0,Other,Other,Irregular,Other,Irregular
207740.0,Other,Other,Irregular,Other,Irregular
207779.0,Spiral,Other,Other,Other,Spiral
207784.0,Other,Other,Irregular,Other,Irregular
208405.0,Spiral,Other,Other,Other,Spiral
207873.0,Spiral,Other,Other,Other,Spiral
207974.0,Spiral,Other,Other,Other,Spiral
208008.0,Spiral,Other,Other,Other,Spiral
208032.0,Spiral,Other,Other,Other,Spiral
208068.0,Spiral,Other,Other,Other,Spiral
207928.0,Spiral,Other,Other,Other,Spiral
211299.0,Spiral,Other,Other,Other,Spiral
208429.0,Spiral,Other,Other,Other,Spiral
208453.0,Spiral,Other,Other,Other,Spiral
225648.0,Spiral,Other,Other,Other,Spiral
209401.0,Spiral,Other,Other,Other,Spiral
209390.0,Spiral,Other,Other,Other,Spiral
209297.0,Spiral,Other,Other,Other,Spiral
209296.0,Spiral,Other,Other,Other,Spiral
209223.0,Other,Other,Irregular,Other,Irregular
209216.0,Spiral,Other,Other,Other,Spiral
209076.0,Spiral,Other,Other,Other,Spiral
209065.0,Spiral,Other,Other,Other,Spiral
208972.0,Spiral,Other,Other,Other,Spiral
208482.0,Spiral,Other,Other,Other,Spiral
208581.0,Spiral,Other,Other,Other,Spiral
208587.0,Spiral,Other,Other,Other,Spiral
208452.0,Spiral,Other,Other,Other,Spiral
208604.0,Spiral,Other,Other,Other,Spiral
208677.0,Spiral,Other,Other,Other,Spiral
208681.0,Spiral,Other,Other,Other,Spiral
208852.0,Spiral,Other,Other,Other,Spiral
208890.0,Other,Other,Irregular,Other,Irregular
208967.0,Spiral,Other,Other,Other,Spiral
208652.0,Spiral,Other,Other,Other,Spiral
211316.0,Spiral,Other,Other,Other,Spiral
211322.0,Spiral,Other,Other,Other,Spiral
214403.0,Spiral,Other,Other,Other,Spiral
214395.0,Other,Other,Irregular,Other,Irregular
214266.0,Spiral,Other,Other,Other,Spiral
214247.0,Spiral,Other,Other,Other,Spiral
214223.0,Other,Other,Irregular,Other,Irregular
214168.0,Other,Other,Irregular,Other,Irregular
214073.0,Spiral,Other,Other,Other,Spiral
213901.0,Spiral,Other,Other,Other,Spiral
213863.0,Spiral,Other,Other,Other,Spiral
213802.0,Spiral,Other,Other,Other,Spiral
213782.0,Other,Other,Irregular,Other,Irregular
213749.0,Spiral,Other,Other,Other,Spiral
213390.0,Spiral,Other,Other,Other,Spiral
213395.0,Spiral,Other,Other,Other,Spiral
213397.0,Spiral,Other,Other,Other,Spiral
213464.0,Other,Other,Irregular,Other,Irregular
213504.0,Spiral,Other,Other,Other,Spiral
213527.0,Spiral,Other,Other,Other,Spiral
214410.0,Spiral,Other,Other,Other,Spiral
213573.0,Spiral,Other,Other,Other,Spiral
213644.0,Spiral,Other,Other,Other,Spiral
213645.0,Spiral,Other,Other,Other,Spiral
213698.0,Spiral,Other,Other,Other,Spiral
213596.0,Spiral,Other,Other,Other,Spiral
213370.0,Spiral,Other,Other,Other,Spiral
214423.0,Spiral,Other,Other,Other,Spiral
214460.0,Spiral,Other,Other,Other,Spiral
215406.0,Spiral,Other,Other,Other,Spiral
215274.0,Spiral,Other,Other,Other,Spiral
215241.0,Spiral,Other,Other,Other,Spiral
215215.0,Spiral,Other,Other,Other,Spiral
215213.0,Spiral,Other,Other,Other,Spiral
215186.0,Spiral,Other,Other,Other,Spiral
215180.0,Spiral,Other,Other,Other,Spiral
215131.0,Other,Other,Irregular,Other,Irregular
215055.0,Spiral,Other,Other,Other,Spiral
215052.0,Other,Other,Irregular,Other,Irregular
214966.0,Spiral,Other,Other,Other,Spiral
214493.0,Other,Other,Irregular,Other,Irregular
214500.0,Spiral,Other,Other,Other,Spiral
214668.0,Spiral,Other,Other,Other,Spiral
214687.0,Spiral,Other,Other,Other,Spiral
214751.0,Spiral,Other,Other,Other,Spiral
214756.0,Spiral,Other,Other,Other,Spiral
214799.0,Spiral,Other,Other,Other,Spiral
214935.0,Spiral,Other,Other,Other,Spiral
214960.0,Other,Other,Irregular,Other,Irregular
214731.0,Spiral,Other,Other,Other,Spiral
213340.0,Spiral,Other,Other,Other,Spiral
212237.0,Spiral,Other,Other,Other,Spiral
212110.0,Spiral,Other,Other,Other,Spiral
212076.0,Spiral,Other,Other,Other,Spiral
212060.0,Spiral,Other,Other,Other,Spiral
211960.0,Other,Other,Irregular,Other,Irregular
211923.0,Spiral,Other,Other,Other,Spiral
211900.0,Other,Other,Irregular,Other,Irregular
211898.0,Spiral,Other,Other,Other,Spiral
211869.0,Spiral,Other,Other,Other,Spiral
211826.0,Spiral,Other,Other,Other,Spiral
211804.0,Spiral,Other,Other,Other,Spiral
211748.0,Spiral,Other,Other,Other,Spiral
211364.0,Spiral,Other,Other,Other,Spiral
211441.0,Spiral,Other,Other,Other,Spiral
211444.0,Other,Other,Irregular,Other,Irregular
211452.0,Other,Other,Irregular,Other,Irregular
211467.0,Other,Other,Irregular,Other,Irregular
211522.0,Other,Other,Irregular,Other,Irregular
211565.0,Spiral,Other,Other,Other,Spiral
211567.0,Spiral,Other,Other,Other,Spiral
213343.0,Other,Other,Irregular,Other,Irregular
212294.0,Spiral,Other,Other,Other,Spiral
213206.0,Other,Other,Irregular,Other,Irregular
213200.0,Spiral,Other,Other,Other,Spiral
213196.0,Spiral,Other,Other,Other,Spiral
213130.0,Spiral,Other,Other,Other,Spiral
213068.0,Spiral,Other,Other,Other,Spiral
213031.0,Other,Other,Irregular,Other,Irregular
213026.0,Other,Other,Irregular,Other,Irregular
212865.0,Other,Other,Irregular,Other,Irregular
212781.0,Spiral,Other,Other,Other,Spiral
212367.0,Spiral,Other,Other,Other,Spiral
212455.0,Spiral,Other,Other,Other,Spiral
212495.0,Spiral,Other,Other,Other,Spiral
212569.0,Spiral,Other,Other,Other,Spiral
212579.0,Spiral,Other,Other,Other,Spiral
212313.0,Spiral,Other,Other,Other,Spiral
212583.0,Other,Other,Irregular,Other,Irregular
212676.0,Other,Other,Irregular,Other,Irregular
212694.0,Spiral,Other,Other,Other,Spiral
212731.0,Spiral,Other,Other,Other,Spiral
239711.0,Spiral,Other,Other,Other,Spiral
226010.0,Other,Other,Irregular,Other,Irregular
248921.0,Other,Other,Irregular,Other,Irregular
248897.0,Spiral,Other,Other,Other,Spiral
248769.0,Spiral,Other,Other,Other,Spiral
248690.0,Spiral,Other,Other,Other,Spiral
248550.0,Spiral,Other,Other,Other,Spiral
248531.0,Spiral,Other,Other,Other,Spiral
248509.0,Spiral,Other,Other,Other,Spiral
248373.0,Spiral,Other,Other,Other,Spiral
248357.0,Other,Other,Irregular,Other,Irregular
248321.0,Spiral,Other,Other,Other,Spiral
248265.0,Spiral,Other,Other,Other,Spiral
248228.0,Other,Other,Irregular,Other,Irregular
247266.0,Other,Other,Irregular,Other,Irregular
247282.0,Other,Other,Irregular,Other,Irregular
247348.0,Other,Other,Irregular,Other,Irregular
248994.0,Spiral,Other,Other,Other,Spiral
247623.0,Spiral,Other,Other,Other,Spiral
247687.0,Spiral,Other,Other,Other,Spiral
247708.0,Spiral,Other,Other,Other,Spiral
247709.0,Spiral,Other,Other,Other,Spiral
247915.0,Spiral,Other,Other,Other,Spiral
247625.0,Other,Other,Irregular,Other,Irregular
247122.0,Spiral,Other,Other,Other,Spiral
249058.0,Spiral,Other,Other,Other,Spiral
249167.0,Other,Other,Irregular,Other,Irregular
251871.0,Other,Other,Irregular,Other,Irregular
251830.0,Other,Other,Irregular,Other,Irregular
251563.0,Spiral,Other,Other,Other,Spiral
251127.0,Spiral,Other,Other,Other,Spiral
250833.0,Other,Other,Irregular,Other,Irregular
250664.0,Spiral,Other,Other,Other,Spiral
250536.0,Spiral,Other,Other,Other,Spiral
250509.0,Spiral,Other,Other,Other,Spiral
249302.0,Spiral,Other,Other,Other,Spiral
249356.0,Spiral,Other,Other,Other,Spiral
249545.0,Other,Other,Irregular,Other,Irregular
249588.0,Other,Other,Irregular,Other,Irregular
249084.0,Spiral,Other,Other,Other,Spiral
249868.0,Other,Other,Irregular,Other,Irregular
250172.0,Spiral,Other,Other,Other,Spiral
250175.0,Spiral,Other,Other,Other,Spiral
250244.0,Spiral,Other,Other,Other,Spiral
250357.0,Other,Other,Irregular,Other,Irregular
250380.0,Other,Other,Irregular,Other,Irregular
249669.0,Spiral,Other,Other,Other,Spiral
247040.0,Other,Other,Irregular,Other,Irregular
246776.0,Other,Other,Irregular,Other,Irregular
245192.0,Spiral,Other,Other,Other,Spiral
245158.0,Spiral,Other,Other,Other,Spiral
245154.0,Spiral,Other,Other,Other,Spiral
245103.0,Spiral,Other,Other,Other,Spiral
245087.0,Other,Other,Irregular,Other,Irregular
244911.0,Other,Other,Irregular,Other,Irregular
244784.0,Spiral,Other,Other,Other,Spiral
244764.0,Spiral,Other,Other,Other,Spiral
244652.0,Spiral,Other,Other,Other,Spiral
244651.0,Other,Other,Irregular,Other,Irregular
244433.0,Spiral,Other,Other,Other,Spiral
244408.0,Spiral,Other,Other,Other,Spiral
244407.0,Spiral,Other,Other,Other,Spiral
244359.0,Other,Other,Other,Lenticular,Lenticular
244336.0,Spiral,Other,Other,Other,Spiral
243591.0,Other,Other,Irregular,Other,Irregular
243627.0,Spiral,Other,Other,Other,Spiral
243776.0,Spiral,Other,Other,Other,Spiral
243826.0,Spiral,Other,Other,Other,Spiral
243986.0,Spiral,Other,Other,Other,Spiral
244036.0,Other,Other,Irregular,Other,Irregular
244082.0,Spiral,Other,Other,Other,Spiral
244208.0,Other,Other,Irregular,Other,Irregular
244222.0,Spiral,Other,Other,Other,Spiral
243837.0,Other,Other,Irregular,Other,Irregular
245320.0,Spiral,Other,Other,Other,Spiral
245427.0,Spiral,Other,Other,Other,Spiral
246745.0,Other,Other,Irregular,Other,Irregular
246702.0,Spiral,Other,Other,Other,Spiral
246604.0,Spiral,Other,Other,Other,Spiral
246418.0,Spiral,Other,Other,Other,Spiral
246395.0,Spiral,Other,Other,Other,Spiral
246352.0,Spiral,Other,Other,Other,Spiral
246255.0,Spiral,Other,Other,Other,Spiral
246243.0,Spiral,Other,Other,Other,Spiral
246103.0,Other,Other,Irregular,Other,Irregular
246096.0,Other,Other,Irregular,Other,Irregular
246089.0,Spiral,Other,Other,Other,Spiral
246006.0,Other,Other,Irregular,Other,Irregular
245997.0,Spiral,Other,Other,Other,Spiral
245496.0,Other,Other,Irregular,Other,Irregular
245619.0,Spiral,Other,Other,Other,Spiral
245653.0,Spiral,Other,Other,Other,Spiral
245425.0,Spiral,Other,Other,Other,Spiral
245682.0,Spiral,Other,Other,Other,Spiral
245769.0,Spiral,Other,Other,Other,Spiral
245819.0,Other,Other,Irregular,Other,Irregular
245861.0,Spiral,Other,Other,Other,Spiral
245868.0,Other,Other,Irregular,Other,Irregular
243530.0,Spiral,Other,Other,Other,Spiral
252077.0,Other,Other,Irregular,Other,Irregular
252237.0,Spiral,Other,Other,Other,Spiral
257354.0,Other,Other,Irregular,Other,Irregular
257323.0,Spiral,Other,Other,Other,Spiral
257215.0,Spiral,Other,Other,Other,Spiral
257184.0,Spiral,Other,Other,Other,Spiral
257142.0,Spiral,Other,Other,Other,Spiral
257092.0,Spiral,Other,Other,Other,Spiral
257055.0,Spiral,Other,Other,Other,Spiral
257042.0,Spiral,Other,Other,Other,Spiral
256909.0,Spiral,Other,Other,Other,Spiral
256826.0,Other,Other,Irregular,Other,Irregular
256696.0,Spiral,Other,Other,Other,Spiral
256658.0,Spiral,Other,Other,Other,Spiral
256649.0,Spiral,Other,Other,Other,Spiral
255961.0,Spiral,Other,Other,Other,Spiral
256005.0,Other,Other,Irregular,Other,Irregular
256133.0,Spiral,Other,Other,Other,Spiral
256205.0,Other,Other,Irregular,Other,Irregular
257442.0,Other,Other,Irregular,Other,Irregular
256406.0,Other,Other,Irregular,Other,Irregular
256483.0,Other,Other,Irregular,Other,Irregular
256529.0,Other,Other,Irregular,Other,Irregular
256639.0,Spiral,Other,Other,Other,Spiral
256306.0,Spiral,Other,Other,Other,Spiral
255919.0,Other,Other,Irregular,Other,Irregular
257483.0,Spiral,Other,Other,Other,Spiral
259252.0,Spiral,Other,Other,Other,Spiral
259211.0,Other,Other,Irregular,Other,Irregular
259198.0,Other,Other,Irregular,Other,Irregular
259130.0,Spiral,Other,Other,Other,Spiral
259127.0,Other,Other,Other,Lenticular,Lenticular
259112.0,Spiral,Other,Other,Other,Spiral
258954.0,Spiral,Other,Other,Other,Spiral
258756.0,Spiral,Other,Other,Other,Spiral
258562.0,Spiral,Other,Other,Other,Spiral
258459.0,Spiral,Other,Other,Other,Spiral
258369.0,Spiral,Other,Other,Other,Spiral
257607.0,Spiral,Other,Other,Other,Spiral
257611.0,Other,Other,Irregular,Other,Irregular
257711.0,Spiral,Other,Other,Other,Spiral
257775.0,Spiral,Other,Other,Other,Spiral
257812.0,Other,Other,Irregular,Other,Irregular
257504.0,Other,Other,Irregular,Other,Irregular
257847.0,Spiral,Other,Other,Other,Spiral
258057.0,Other,Other,Irregular,Other,Irregular
258221.0,Other,Other,Irregular,Other,Irregular
258224.0,Other,Other,Irregular,Other,Irregular
258297.0,Spiral,Other,Other,Other,Spiral
258310.0,Other,Other,Irregular,Other,Irregular
257886.0,Spiral,Other,Other,Other,Spiral
255910.0,Other,Other,Irregular,Other,Irregular
255793.0,Spiral,Other,Other,Other,Spiral
254080.0,Spiral,Other,Other,Other,Spiral
253926.0,Spiral,Other,Other,Other,Spiral
253925.0,Spiral,Other,Other,Other,Spiral
253921.0,Other,Other,Irregular,Other,Irregular
253885.0,Spiral,Other,Other,Other,Spiral
253775.0,Other,Other,Irregular,Other,Irregular
253635.0,Spiral,Other,Other,Other,Spiral
253482.0,Spiral,Other,Other,Other,Spiral
253366.0,Spiral,Other,Other,Other,Spiral
253343.0,Spiral,Other,Other,Other,Spiral
253275.0,Spiral,Other,Other,Other,Spiral
253207.0,Spiral,Other,Other,Other,Spiral
252239.0,Spiral,Other,Other,Other,Spiral
252260.0,Spiral,Other,Other,Other,Spiral
252523.0,Spiral,Other,Other,Other,Spiral
252599.0,Spiral,Other,Other,Other,Spiral
254104.0,Spiral,Other,Other,Other,Spiral
252752.0,Spiral,Other,Other,Other,Spiral
253064.0,Spiral,Other,Other,Other,Spiral
253077.0,Other,Other,Irregular,Other,Irregular
253099.0,Other,Other,Irregular,Other,Irregular
252851.0,Spiral,Other,Other,Other,Spiral
254178.0,Other,Other,Irregular,Other,Irregular
255734.0,Spiral,Other,Other,Other,Spiral
255695.0,Spiral,Other,Other,Other,Spiral
255558.0,Spiral,Other,Other,Other,Spiral
255518.0,Spiral,Other,Other,Other,Spiral
255506.0,Spiral,Other,Other,Other,Spiral
255457.0,Other,Other,Irregular,Other,Irregular
255424.0,Other,Other,Irregular,Other,Irregular
255418.0,Spiral,Other,Other,Other,Spiral
255409.0,Other,Other,Irregular,Other,Irregular
255284.0,Spiral,Other,Other,Other,Spiral
255185.0,Other,Other,Irregular,Other,Irregular
255138.0,Spiral,Other,Other,Other,Spiral
254360.0,Spiral,Other,Other,Other,Spiral
254432.0,Other,Other,Irregular,Other,Irregular
254488.0,Other,Other,Irregular,Other,Irregular
254532.0,Other,Other,Irregular,Other,Irregular
254556.0,Spiral,Other,Other,Other,Spiral
254679.0,Spiral,Other,Other,Other,Spiral
254748.0,Spiral,Other,Other,Other,Spiral
254897.0,Other,Other,Irregular,Other,Irregular
255130.0,Spiral,Other,Other,Other,Spiral
254659.0,Spiral,Other,Other,Other,Spiral
243401.0,Other,Other,Irregular,Other,Irregular
